Selfish Miner Profit, Block Vakue
0.467294, 2499965784
0.495295, 2500053763
0.490073, 2499976872
0.479047, 2500010037
0.473293, 2500006394
0.47147, 2500016843
0.495078, 2500046795
0.500708, 2499866380
0.478821, 2500100769
0.47331, 2499997480
0.48451, 2499996312
0.478383, 2499957086
0.476224, 2499929883
0.478291, 2500040298
0.477335, 2500014258
0.497645, 2499942455
0.482326, 2500083668
0.475882, 2500000514
0.476764, 2499969651
0.477702, 2500079821
0.48446, 2499951411
0.481487, 2499921520
0.485564, 2500070913
0.497829, 2499900316
0.484894, 2499944161
0.485905, 2499972132
0.480322, 2500047053
0.47998, 2499989056
0.490008, 2499962693
0.497158, 2499995876
0.482171, 2500007894
0.468334, 2500066388
0.47738, 2500006348
0.472669, 2499907377
0.478927, 2500037098
0.476612, 2499997867
0.486927, 2500038794
0.493802, 2499857170
0.476732, 2499970989
0.487666, 2500080159
0.48717, 2500062064
0.471546, 2499971926
0.47924, 2499964783
0.485745, 2499954111
0.485195, 2500017873
0.483099, 2499983128
0.478712, 2500034878
0.498105, 2500066115
0.465646, 2499917150
0.498457, 2499964086
0.494352, 2500123532
0.468931, 2499959979
0.472582, 2499992236
0.473175, 2500013305
0.484128, 2500101952
0.475295, 2500025001
0.493515, 2499992282
0.475147, 2499940009
0.472731, 2499947185
0.476457, 2499959290
0.480631, 2500000412
0.513966, 2500010978
0.481786, 2500041413
0.471118, 2499928969
0.482481, 2500024805
0.483439, 2499958487
0.482255, 2499909651
0.467493, 2500041625
0.47078, 2499987205
0.480447, 2499915704
0.472166, 2500024757
0.495059, 2500078845
0.468659, 2499988371
0.473924, 2499928110
0.494899, 2500037740
0.494082, 2500040699
0.47416, 2500032411
0.492782, 2499940896
0.479734, 2499979803
0.490121, 2500007286
0.463817, 2500037264
0.489076, 2500001645
0.482891, 2500013538
0.477388, 2499959340
0.487113, 2500009107
0.469999, 2499971263
0.474481, 2499992777
0.485786, 2500074645
0.493495, 2499947954
0.477526, 2499972630
0.466893, 2500063384
0.495116, 2499998168
0.476932, 2499924069
0.472454, 2499994754
0.487967, 2499991079
0.479809, 2500078201
0.475497, 2499978483
0.471233, 2499899620
0.49213, 2500029601
0.480623, 2500009563
0.496898, 2500035451
0.480683, 2499986258
0.482436, 2500027323
0.481327, 2499945401
0.487701, 2500006050
0.473541, 2500003756
0.501418, 2500062209
0.478718, 2500003554
0.478108, 2500039353
0.482415, 2499907664
0.475549, 2499892553
0.474614, 2500050123
0.46781, 2500050854
0.483845, 2499952085
