Selfish Miner Profit, Block Vakue
0.248839, 12752655
0.252544, 12758943
0.254287, 12753447
0.259038, 12755819
0.25471, 12755558
0.255573, 12756305
0.245561, 12758445
0.253452, 12745554
0.249978, 12762302
0.250981, 12754919
0.253381, 12754835
0.248563, 12752033
0.262426, 12750090
0.249452, 12757981
0.259795, 12756120
0.240084, 12750988
0.249249, 12761080
0.249555, 12755138
0.255053, 12752931
0.251234, 12760805
0.243523, 12751628
0.252384, 12749493
0.25551, 12760169
0.256502, 12747978
0.262282, 12751110
0.262278, 12753108
0.248405, 12758464
0.249683, 12754317
0.253579, 12752434
0.260085, 12754804
0.24949, 12755665
0.254948, 12759845
0.252223, 12755555
0.264014, 12748483
0.241687, 12757752
0.255955, 12754946
0.250593, 12757873
0.253864, 12744896
0.258449, 12753026
0.249453, 12760829
0.251537, 12759536
0.253285, 12753093
0.251953, 12752583
0.249649, 12751821
0.252218, 12756379
0.254183, 12753893
0.256361, 12757594
0.259606, 12759826
0.248911, 12749181
0.24737, 12752533
0.248195, 12763929
0.260109, 12752240
0.249348, 12754544
0.257793, 12756052
0.257358, 12762387
0.24567, 12756888
0.258293, 12754547
0.246621, 12750814
0.256064, 12751326
0.244655, 12752191
0.243744, 12755131
0.243861, 12755886
0.256176, 12758061
0.245132, 12750025
0.244115, 12756874
0.246173, 12752133
0.257493, 12748645
0.248104, 12758076
0.249637, 12754185
0.245096, 12749077
0.244297, 12756870
0.255937, 12760735
0.251798, 12754268
0.250808, 12749964
0.247288, 12757798
0.257067, 12758010
0.250232, 12757417
0.24541, 12750877
0.242859, 12753656
0.240173, 12755622
0.244957, 12757764
0.258379, 12755219
0.257388, 12756069
0.256545, 12752194
0.247651, 12755752
0.250598, 12753046
0.254109, 12754583
0.249589, 12760435
0.25937, 12751381
0.247763, 12753144
0.249864, 12759631
0.257686, 12754968
0.247142, 12749675
0.244702, 12754724
0.263969, 12754461
0.248329, 12760689
0.24541, 12753562
0.25198, 12747929
0.252961, 12757217
0.257343, 12755785
0.252109, 12757635
0.261411, 12754117
0.249415, 12757054
0.246798, 12751199
0.246672, 12755534
0.248028, 12755370
0.24736, 12759547
0.246979, 12755355
0.253934, 12757913
0.24694, 12748503
0.256661, 12747424
0.257684, 12758683
0.252403, 12758735
0.250936, 12751676
0.258939, 12753967
0.262866, 12755866
0.25323, 12756435
0.260766, 12752617
0.255964, 12752267
0.252917, 12748550
0.258209, 12754326
0.241345, 12754349
0.256389, 12761475
0.246152, 12755737
0.259938, 12755700
0.252275, 12755835
0.250824, 12761388
0.259096, 12758095
0.247756, 12760462
0.243613, 12751599
0.257023, 12751265
0.239316, 12760151
0.249688, 12754504
0.250668, 12757821
0.238534, 12748656
0.253247, 12759291
0.252092, 12756706
0.249005, 12751024
0.241665, 12758298
0.253413, 12756593
0.256472, 12761270
0.244024, 12755534
0.254622, 12751209
0.251888, 12752909
0.250278, 12757450
0.256766, 12755799
0.256361, 12751603
0.261029, 12763566
0.254279, 12755479
0.255815, 12760092
0.258407, 12762188
0.251521, 12753699
0.24257, 12753541
0.253475, 12762340
0.247989, 12756767
0.243344, 12756608
0.24221, 12756898
0.253472, 12748143
0.250215, 12758021
0.24276, 12757091
0.256039, 12760024
0.24669, 12754013
0.254858, 12752707
0.241733, 12757495
0.253537, 12751386
0.250673, 12755151
0.2392, 12758566
0.24924, 12753628
0.241427, 12756191
0.245001, 12756230
0.249513, 12752695
0.25687, 12751876
0.251148, 12756376
0.249659, 12760373
0.247394, 12757455
0.25073, 12755757
0.25415, 12750895
0.242512, 12749570
0.24108, 12751807
0.246422, 12761879
0.253422, 12754476
0.252369, 12756169
0.249317, 12754147
0.252056, 12749295
0.247593, 12756496
0.25441, 12756938
0.248936, 12756883
0.251102, 12749901
0.246284, 12756214
0.251897, 12758754
0.247593, 12751476
0.264798, 12754522
0.246154, 12756976
0.24568, 12756013
0.257896, 12746567
0.256081, 12752343
0.256198, 12757982
0.255742, 12749096
0.258997, 12752125
0.251133, 12750127
