Selfish Miner Profit, Selfish Miner Network Delay, Honest Miner Network Delay
0.997608, 1, 0
0.992787, 2, 0
0.996989, 3, 0
0.998194, 4, 0
0.956386, 5, 0
0.975172, 6, 0
0.993077, 7, 0
0.970882, 8, 0
0.975714, 9, 0
0.960666, 10, 0
0.939258, 11, 0
0.977805, 12, 0
0.999967, 13, 0
0.985799, 14, 0
0.99533, 15, 0
0.997043, 16, 0
0.998679, 17, 0
0.938835, 18, 0
0.955419, 19, 0
0.979577, 20, 0
0.943185, 21, 0
0.944686, 22, 0
0.964271, 23, 0
0.985731, 24, 0
0.999676, 25, 0
0.99484, 26, 0
0.917429, 27, 0
0.961365, 28, 0
0.980647, 29, 0
0.947861, 30, 0
0.992823, 31, 0
0.995201, 32, 0
0.970797, 33, 0
0.988849, 34, 0
0.969197, 35, 0
0.971197, 36, 0
0.990475, 37, 0
0.833535, 38, 0
0.986853, 39, 0
0.96299, 40, 0
0.992117, 41, 0
0.996022, 42, 0
0.978856, 43, 0
0.991054, 44, 0
0.983654, 45, 0
0.943078, 46, 0
1, 47, 0
0.994156, 48, 0
0.980285, 49, 0
0.974195, 50, 0
0.989456, 51, 0
0.98682, 52, 0
0.895612, 53, 0
0.906284, 54, 0
0.960471, 55, 0
0.994552, 56, 0
0.976913, 57, 0
0.993024, 58, 0
0.996965, 59, 0
0.990579, 60, 0
0.907749, 61, 0
0.827272, 62, 0
0.970291, 63, 0
0.963197, 64, 0
0.983974, 65, 0
0.970328, 66, 0
0.961222, 67, 0
0.953109, 68, 0
0.969995, 69, 0
0.982491, 70, 0
0.976771, 71, 0
0.93343, 72, 0
0.993165, 73, 0
0.983068, 74, 0
0.977823, 75, 0
0.994754, 76, 0
0.979711, 77, 0
0.945563, 78, 0
0.977618, 79, 0
0.374283, 80, 0
0.983493, 81, 0
0.992193, 82, 0
0.991177, 83, 0
0.896998, 84, 0
0.927472, 85, 0
0.980631, 86, 0
0.984509, 87, 0
0.968781, 88, 0
0.967943, 89, 0
0.912505, 90, 0
0.483459, 91, 0
0.99651, 92, 0
0.970047, 93, 0
0.976096, 94, 0
0.91665, 95, 0
0.777592, 96, 0
0.99019, 97, 0
0.999233, 98, 0
0.989941, 99, 0
0.853189, 100, 0
0.743176, 101, 0
0.943755, 102, 0
0.991875, 103, 0
0.96879, 104, 0
0.980304, 105, 0
0.941709, 106, 0
0.993357, 107, 0
0.988518, 108, 0
0.977119, 109, 0
0.993588, 110, 0
0.964614, 111, 0
0.979109, 112, 0
0.945949, 113, 0
0.988018, 114, 0
0.995342, 115, 0
0.969711, 116, 0
0.982163, 117, 0
0.998962, 118, 0
0.991166, 119, 0
0.843625, 120, 0
0.914753, 121, 0
0.992078, 122, 0
0.875497, 123, 0
0.934522, 124, 0
0.936571, 125, 0
0.994155, 126, 0
0.988615, 127, 0
0.87618, 128, 0
0.988371, 129, 0
0.833909, 130, 0
0.980337, 131, 0
0.967462, 132, 0
0.925688, 133, 0
0.993502, 134, 0
0.927215, 135, 0
0.957019, 136, 0
0.619232, 137, 0
0.961315, 138, 0
0.936751, 139, 0
0.887897, 140, 0
0.974398, 141, 0
0.989016, 142, 0
0.990013, 143, 0
0.988891, 144, 0
0.996809, 145, 0
0.964092, 146, 0
0.871951, 147, 0
0.992476, 148, 0
0.960926, 149, 0
0.997395, 150, 0
0.77968, 151, 0
0.9992, 152, 0
0.938014, 153, 0
0.944145, 154, 0
0.913547, 155, 0
0.977776, 156, 0
0.957867, 157, 0
0.896089, 158, 0
0.998947, 159, 0
0.758249, 160, 0
0.933102, 161, 0
0.987221, 162, 0
0.93784, 163, 0
0.976109, 164, 0
0.9995, 165, 0
0.978221, 166, 0
0.574304, 167, 0
0.924074, 168, 0
0.906689, 169, 0
0.866077, 170, 0
0.757956, 171, 0
0.99736, 172, 0
0.846956, 173, 0
0.946017, 174, 0
0.983872, 175, 0
0.864027, 176, 0
0.761902, 177, 0
0.962442, 178, 0
0.974387, 179, 0
0.992897, 180, 0
0.968768, 181, 0
0.992524, 182, 0
0.946884, 183, 0
0.907495, 184, 0
0.964888, 185, 0
0.997386, 186, 0
0.663071, 187, 0
0.793315, 188, 0
0.960836, 189, 0
0.8853, 190, 0
0.836739, 191, 0
0.953339, 192, 0
0.940001, 193, 0
0.975526, 194, 0
0.911011, 195, 0
0.962134, 196, 0
0.885875, 197, 0
0.933963, 198, 0
0.898431, 199, 0
0.879772, 200, 0
0.977114, 201, 0
0.973059, 202, 0
0.928358, 203, 0
0.833197, 204, 0
0.846475, 205, 0
0.891356, 206, 0
0.993053, 207, 0
0.951957, 208, 0
0.795037, 209, 0
0.59416, 210, 0
0.725938, 211, 0
0.934557, 212, 0
0.968957, 213, 0
0.97738, 214, 0
0.993898, 215, 0
0.644039, 216, 0
0.788601, 217, 0
0.98485, 218, 0
0.790806, 219, 0
0.890105, 220, 0
0.950518, 221, 0
0.572775, 222, 0
0.95838, 223, 0
0.944744, 224, 0
0.999019, 225, 0
0.999562, 226, 0
0.86482, 227, 0
0.477347, 228, 0
0.833887, 229, 0
0.705787, 230, 0
0.956647, 231, 0
0.989647, 232, 0
0.979914, 233, 0
0.878573, 234, 0
0.743038, 235, 0
0.753075, 236, 0
0.99382, 237, 0
0.867457, 238, 0
0.985563, 239, 0
0.943458, 240, 0
0.894693, 241, 0
0.773728, 242, 0
0.80879, 243, 0
0.959548, 244, 0
0.915696, 245, 0
0.761036, 246, 0
0.776286, 247, 0
0.906364, 248, 0
0.74985, 249, 0
0.906308, 250, 0
0.901862, 251, 0
0.825733, 252, 0
0.895891, 253, 0
0.989016, 254, 0
0.375841, 255, 0
0.942997, 256, 0
0.998877, 257, 0
0.945383, 258, 0
0.872274, 259, 0
0.968722, 260, 0
0.939308, 261, 0
0.956861, 262, 0
0.875335, 263, 0
0.639662, 264, 0
0.978897, 265, 0
0.991814, 266, 0
0.842127, 267, 0
0.777614, 268, 0
0.983975, 269, 0
0.709558, 270, 0
0.848731, 271, 0
0.789078, 272, 0
0.889628, 273, 0
0.998246, 274, 0
0.991732, 275, 0
0.976952, 276, 0
0.981861, 277, 0
0.611672, 278, 0
0.973373, 279, 0
0.72027, 280, 0
0.831205, 281, 0
0.992044, 282, 0
0.915256, 283, 0
0.81014, 284, 0
0.707376, 285, 0
0.974423, 286, 0
0.854828, 287, 0
0.984011, 288, 0
0.86308, 289, 0
0.780845, 290, 0
0.713221, 291, 0
0.866367, 292, 0
0.91434, 293, 0
0.998222, 294, 0
0.830237, 295, 0
0.889247, 296, 0
0.972186, 297, 0
0.835016, 298, 0
0.997987, 299, 0
0.873263, 300, 0
0.505062, 301, 0
0.970915, 302, 0
0.98776, 303, 0
0.296783, 304, 0
0.746531, 305, 0
0.5572, 306, 0
0.932502, 307, 0
0.997809, 308, 0
0.836824, 309, 0
0.938811, 310, 0
0.742601, 311, 0
0.930327, 312, 0
0.885469, 313, 0
0.628569, 314, 0
0.890157, 315, 0
0.308834, 316, 0
0.283475, 317, 0
0.711004, 318, 0
0.855748, 319, 0
0.962083, 320, 0
0.798011, 321, 0
0.894929, 322, 0
0.80573, 323, 0
0.38817, 324, 0
0.999009, 325, 0
0.757237, 326, 0
0.970492, 327, 0
0.973708, 328, 0
0.809315, 329, 0
0.214162, 330, 0
0.970056, 331, 0
