Selfish Miner Profit, Block Vakue
0.993414, 2499965784
0.97693, 2500053763
0.952715, 2499976872
0.990992, 2500010037
0.977566, 2500006394
0.987735, 2500016843
0.961649, 2500046795
0.949278, 2499866380
0.982529, 2500100769
0.990799, 2499997480
0.985353, 2499996312
0.912566, 2499957086
0.977054, 2499929883
0.982146, 2500040298
0.9661, 2500014258
0.987429, 2499942455
1, 2500083668
0.980068, 2500000514
0.959272, 2499969651
0.969258, 2500079821
0.997837, 2499951411
0.996565, 2499921520
0.986294, 2500070913
0.989302, 2499900316
0.975432, 2499944161
0.944231, 2499972132
0.968113, 2500047053
0.987669, 2499989056
0.974502, 2499962693
0.96873, 2499995876
0.996713, 2500007894
0.942492, 2500066388
0.994178, 2500006348
0.983512, 2499907377
0.982673, 2500037098
0.99322, 2499997867
0.98804, 2500038794
0.974159, 2499857170
0.98696, 2499970989
0.995495, 2500080159
0.98079, 2500062064
0.969231, 2499971926
0.953817, 2499964783
0.974404, 2499954111
0.993848, 2500017873
0.996523, 2499983128
0.967615, 2500034878
0.99761, 2500066115
0.980769, 2499917150
0.978941, 2499964086
0.998269, 2500123532
0.991984, 2499959979
0.991793, 2499992236
0.98523, 2500013305
0.969216, 2500101952
0.984497, 2500025001
0.983322, 2499992282
0.984029, 2499940009
0.984998, 2499947185
0.997711, 2499959290
0.931609, 2500000412
0.986786, 2500010978
0.995219, 2500041413
0.977012, 2499928969
0.915636, 2500024805
0.99399, 2499958487
0.978945, 2499909651
0.956561, 2500041625
0.964559, 2499987205
0.967423, 2499915704
0.967167, 2500024757
0.963012, 2500078845
0.973143, 2499988371
0.997209, 2499928110
0.969697, 2500037740
0.909135, 2500040699
0.990904, 2500032411
0.997357, 2499940896
0.96849, 2499979803
0.999877, 2500007286
0.987859, 2500037264
0.991056, 2500001645
0.987447, 2500013538
0.989811, 2499959340
0.98474, 2500009107
0.956792, 2499971263
0.975104, 2499992777
0.978321, 2500074645
0.969113, 2499947954
0.96396, 2499972630
0.986204, 2500063384
0.99957, 2499998168
0.950433, 2499924069
0.927861, 2499994754
0.999044, 2499991079
0.9658, 2500078201
0.985118, 2499978483
0.952561, 2499899620
0.987762, 2500029601
0.964935, 2500009563
0.948751, 2500035451
0.997872, 2499986258
0.996107, 2500027323
0.986574, 2499945401
0.955106, 2500006050
0.967359, 2500003756
0.998224, 2500062209
0.948553, 2500003554
0.979773, 2500039353
0.984536, 2499907664
0.984408, 2499892553
0.976366, 2500050123
0.977807, 2500050854
0.983464, 2499952085
0.987497, 2499984151
0.988833, 2500010701
0.96988, 2500018661
0.985277, 2499965252
0.995742, 2499960357
0.968066, 2499908324
0.960259, 2499989190
0.988446, 2499989508
0.949662, 2500089194
0.993209, 2500008895
0.954111, 2500008373
0.999116, 2500010270
0.972258, 2500087971
0.975426, 2500041900
0.933729, 2500075018
0.993882, 2499951003
0.986657, 2499946335
0.957256, 2500070671
0.9591, 2499991673
0.973452, 2500038057
0.986255, 2499909810
0.970241, 2500058631
0.985228, 2500022451
0.96088, 2499942957
0.981474, 2500044740
0.960946, 2500020877
0.989097, 2500086331
0.958289, 2500006052
0.940426, 2499945546
0.981887, 2499969350
0.959555, 2500032861
0.976767, 2500009767
0.960662, 2499951064
0.995984, 2500118455
0.978968, 2500005279
0.98591, 2500069833
0.957951, 2500099171
0.981891, 2499980411
0.974871, 2499978199
0.99841, 2500101298
0.997159, 2500023309
0.990817, 2500021077
0.987022, 2500025142
0.972676, 2499902618
0.995061, 2500040859
0.987024, 2500027845
0.981154, 2500068891
0.948091, 2499984799
0.971603, 2499966521
0.997649, 2500033494
0.98813, 2499948028
0.971359, 2500000691
0.979295, 2500048492
0.99106, 2499979408
0.948825, 2500015246
0.971964, 2500015797
0.936777, 2499966349
0.948317, 2499954885
0.968619, 2500017842
0.990981, 2500073771
0.97341, 2500032937
