Selfish Miner Profit, Block Vakue
0.0942528, 12752655
0.0941965, 12758943
0.0886416, 12753447
0.0862823, 12755819
0.0893586, 12755558
0.0948673, 12756305
0.0919236, 12758445
0.0992254, 12745554
0.0903824, 12762302
0.093151, 12754919
0.0926062, 12754835
0.0924567, 12752033
0.0911255, 12750090
0.0953754, 12757981
0.100714, 12756120
0.0988041, 12750988
0.0991953, 12761080
0.0978733, 12755138
0.0991013, 12752931
0.0913106, 12760805
0.0923039, 12751628
0.0891287, 12749493
0.0943027, 12760169
0.0989864, 12747978
0.0891957, 12751110
0.0932483, 12753108
0.0889272, 12758464
0.0947073, 12754317
0.0875127, 12752434
0.0924761, 12754804
0.0952943, 12755665
0.0960619, 12759845
0.0907131, 12755555
0.0923895, 12748483
0.0911538, 12757752
0.0925958, 12754946
0.0949013, 12757873
0.090121, 12744896
0.0891875, 12753026
0.0906284, 12760829
0.0907782, 12759536
0.0950308, 12753093
0.0932293, 12752583
0.0898285, 12751821
0.0930215, 12756379
0.0923357, 12753893
0.0965324, 12757594
0.0950286, 12759826
0.0888127, 12749181
0.0950224, 12752533
0.0959347, 12763929
0.0970307, 12752240
0.0992452, 12754544
0.0950852, 12756052
0.091733, 12762387
0.098105, 12756888
0.0973451, 12754547
0.0981224, 12750814
0.0941131, 12751326
0.0932082, 12752191
0.0911524, 12755131
0.0894943, 12755886
0.0919974, 12758061
0.0915502, 12750025
0.0922655, 12756874
0.0901905, 12752133
0.0891565, 12748645
0.0891453, 12758076
0.0932425, 12754185
0.0918896, 12749077
0.0899012, 12756870
0.0941631, 12760735
0.0939616, 12754268
0.0882793, 12749964
0.0948185, 12757798
0.0873871, 12758010
0.0878474, 12757417
0.0963604, 12750877
0.0885596, 12753656
0.0961217, 12755622
0.094814, 12757764
0.0908908, 12755219
0.0969249, 12756069
0.0914087, 12752194
0.0939621, 12755752
0.0892689, 12753046
0.096618, 12754583
0.0968215, 12760435
0.0992769, 12751381
0.0914679, 12753144
0.0971449, 12759631
0.0975209, 12754968
0.0954765, 12749675
0.098272, 12754724
0.0931476, 12754461
0.0924214, 12760689
0.0931814, 12753562
0.0913813, 12747929
0.0917532, 12757217
0.0950203, 12755785
0.0890593, 12757635
0.0925867, 12754117
0.0909828, 12757054
0.0985843, 12751199
0.0902195, 12755534
0.0960963, 12755370
0.0921056, 12759547
0.0911107, 12755355
0.0962269, 12757913
0.0983787, 12748503
0.0897903, 12747424
0.0950158, 12758683
0.0962275, 12758735
0.0930892, 12751676
0.0947089, 12753967
0.0977616, 12755866
0.0953083, 12756435
0.0967427, 12752617
0.0901954, 12752267
0.090978, 12748550
0.0914647, 12754326
0.0975975, 12754349
0.0933422, 12761475
0.0892203, 12755737
0.0964621, 12755700
0.0931165, 12755835
0.0961296, 12761388
0.0934846, 12758095
0.0919164, 12760462
0.0956478, 12751599
0.089989, 12751265
0.0917848, 12760151
0.090704, 12754504
0.090997, 12757821
0.0944934, 12748656
0.0876737, 12759291
0.0958585, 12756706
0.0991708, 12751024
0.0966777, 12758298
0.0899592, 12756593
0.0880516, 12761270
0.0873161, 12755534
0.0908661, 12751209
0.0924755, 12752909
0.0882176, 12757450
0.0923815, 12755799
0.0914317, 12751603
0.0881811, 12763566
0.0904503, 12755479
0.095644, 12760092
0.0934214, 12762188
0.0911784, 12753699
0.0940929, 12753541
0.0905755, 12762340
0.0908011, 12756767
0.0945323, 12756608
0.0929213, 12756898
0.096323, 12748143
0.0942236, 12758021
0.0894604, 12757091
0.095467, 12760024
0.0912805, 12754013
0.0917095, 12752707
0.0912161, 12757495
0.095912, 12751386
0.0954186, 12755151
0.0914062, 12758566
0.0979804, 12753628
0.0950137, 12756191
0.0970308, 12756230
0.0894692, 12752695
0.0950262, 12751876
0.0917142, 12756376
0.0981717, 12760373
0.099521, 12757455
0.0956936, 12755757
0.092494, 12750895
0.0946886, 12749570
0.0957639, 12751807
0.0976642, 12761879
0.0920173, 12754476
0.0976474, 12756169
0.092438, 12754147
0.0899606, 12749295
0.0969938, 12756496
0.0887186, 12756938
0.0927794, 12756883
0.0938259, 12749901
0.0942056, 12756214
0.0983008, 12758754
0.0970677, 12751476
0.0949011, 12754522
0.0990817, 12756976
0.0860686, 12756013
0.0961705, 12746567
0.0929971, 12752343
0.0991773, 12757982
0.0998942, 12749096
0.0953709, 12752125
0.0964045, 12750127
0.0901949, 12753979
0.0930607, 12751514
0.0920213, 12759127
0.0950937, 12757110
0.094168, 12756626
0.0903899, 12756389
0.094594, 12759361
0.0879444, 12752170
0.0949954, 12755486
0.0935752, 12753968
0.100559, 12755675
0.0986919, 12752201
0.0967686, 12755543
0.0922702, 12751621
0.101798, 12759330
0.0910096, 12755703
0.0878251, 12752788
0.0967192, 12755620
0.0916271, 12752373
0.0944554, 12759192
0.0849968, 12756974
0.0943575, 12758682
0.0935335, 12752169
0.0954434, 12753933
0.0890426, 12754663
0.0953964, 12751551
0.09616, 12756573
0.0915319, 12759132
0.0946634, 12756883
0.0992194, 12758003
0.0962485, 12757660
0.0900411, 12750583
0.10279, 12750850
0.0959655, 12750244
0.0932563, 12749112
0.0910811, 12755317
0.0950103, 12752080
0.0922402, 12757986
0.0904701, 12760018
0.0929056, 12757604
0.0930316, 12754452
0.0998927, 12756437
0.0978838, 12754767
0.0936302, 12753852
0.100401, 12757415
0.0951543, 12756359
0.0972415, 12757024
0.0985789, 12758012
0.0965833, 12758218
0.0958543, 12752306
0.0990127, 12760970
0.0939695, 12756097
0.0914448, 12758503
0.0958811, 12758933
0.0954204, 12756694
0.0975459, 12750478
0.095233, 12748679
0.0955661, 12753192
0.0947229, 12756531
0.0916868, 12753530
0.0885696, 12749725
0.0910742, 12754971
0.0991332, 12751179
0.0983793, 12755944
0.0929668, 12753307
0.0928269, 12757462
0.09164, 12758863
0.087773, 12761449
0.0969527, 12753236
0.101175, 12758279
0.0920264, 12753317
0.0963909, 12753530
0.0952611, 12751155
0.0986463, 12755285
0.0932752, 12759835
0.0894728, 12749239
0.0924805, 12764345
0.0922413, 12751745
0.0918804, 12759743
0.0916241, 12751888
0.0989827, 12754413
0.0970586, 12761191
0.0946057, 12759621
0.0931518, 12755188
0.0954753, 12747534
0.0937334, 12757629
0.0975529, 12751117
0.0999786, 12753611
0.0950613, 12756895
0.0999102, 12749668
0.0937192, 12754804
0.090397, 12756753
0.0919533, 12759090
0.0905894, 12757797
0.0951805, 12757440
0.091302, 12758087
0.0936442, 12752545
0.100402, 12758237
0.0951189, 12751937
0.0880945, 12754406
0.0992462, 12762517
0.0928933, 12756463
0.0882482, 12755564
0.095404, 12759861
0.0887887, 12747186
0.0878271, 12754427
0.0967147, 12750856
0.0867611, 12753917
0.0864925, 12753829
0.0954725, 12754740
0.0941224, 12752141
0.0981157, 12756796
0.0940955, 12748130
0.0912878, 12760952
0.0984855, 12751961
0.0950437, 12750526
0.0955351, 12751663
0.0977682, 12753383
0.0901997, 12758717
0.0924515, 12749966
0.0892041, 12761525
0.0996272, 12756645
0.0949312, 12751211
0.0926898, 12751296
0.0913185, 12750569
0.0929061, 12759281
0.0992716, 12753284
0.0939463, 12756118
0.0915722, 12751110
0.0996481, 12759284
0.0942756, 12751795
0.0915823, 12754084
0.0950336, 12761239
0.0915335, 12751757
0.0940173, 12757152
0.10049, 12752642
0.096999, 12753133
0.0887336, 12755845
0.0943219, 12755044
0.0930909, 12756686
0.0888569, 12757363
0.100762, 12757052
0.0954649, 12759910
0.0909868, 12751411
0.092459, 12758664
0.0954537, 12759289
0.0976555, 12756601
0.0998626, 12754496
0.0976263, 12756780
0.090453, 12756679
0.0937594, 12754122
0.0984122, 12750632
0.0940108, 12759803
0.0927773, 12755000
0.0977658, 12764107
0.0962114, 12756573
0.10304, 12755607
0.0906076, 12754419
0.0941536, 12752884
0.101929, 12761040
0.0898683, 12753829
0.0920251, 12758383
0.0961041, 12758392
0.0899672, 12754964
0.0965908, 12753458
0.0910109, 12749419
0.096566, 12757374
0.0912203, 12755955
0.0931022, 12755360
0.0913302, 12759997
0.0915475, 12751351
0.0891421, 12751895
0.0983364, 12751805
0.0997699, 12757719
0.0944468, 12753154
0.0923967, 12751756
0.09501, 12756332
0.0940568, 12756826
0.0919857, 12752687
0.0934922, 12757122
0.0939647, 12758538
0.0926233, 12753213
0.0929622, 12756187
0.101324, 12749829
0.104378, 12753377
0.0936353, 12753813
0.0963742, 12757816
0.0980724, 12752000
0.0928428, 12751683
0.0980912, 12752124
0.0918237, 12755212
0.097344, 12753532
0.0931241, 12755594
0.0923778, 12750338
0.0944984, 12768497
0.0922867, 12750725
0.0917849, 12748315
0.0913899, 12753873
0.0985983, 12763342
0.0905216, 12756192
0.0939397, 12751151
0.094055, 12756871
0.0967904, 12755808
0.087574, 12754706
0.0987914, 12752186
0.0926264, 12764807
0.091509, 12749173
0.0922702, 12758180
0.0998885, 12751300
0.0976947, 12748718
0.0988345, 12756340
0.0858394, 12753475
0.097178, 12760578
0.0919028, 12750696
0.094579, 12756016
0.092282, 12752326
0.0871449, 12756375
0.0921702, 12758653
0.0930352, 12761568
0.0875063, 12756686
0.101593, 12760456
0.102475, 12754817
0.0957147, 12757602
0.0972577, 12753014
0.0931022, 12747158
0.0931446, 12753490
0.09439, 12749075
0.0975799, 12753676
0.0939439, 12756389
0.0980135, 12748754
0.0903108, 12760633
0.0939817, 12749898
0.0985706, 12753472
0.0931567, 12754721
0.0927993, 12752141
0.0952515, 12756614
0.0939595, 12750844
0.088462, 12752726
0.0920596, 12758245
0.0948844, 12757386
0.0962627, 12756154
0.0925282, 12757993
0.0969874, 12755838
0.0978432, 12755077
0.0937708, 12759071
0.0990753, 12751812
0.094056, 12750382
0.0913347, 12763574
0.0924107, 12748013
0.0981001, 12750480
0.0990004, 12761619
0.0958422, 12752241
0.0951189, 12754770
0.095381, 12761368
0.0969611, 12756162
0.0963719, 12749829
0.0898383, 12755307
0.0903514, 12760193
0.092107, 12755489
0.0905948, 12752308
0.0898754, 12757516
0.0889968, 12749428
0.0926829, 12759031
0.0974835, 12753404
0.0967091, 12759547
0.0963268, 12748025
0.0966502, 12756737
0.0952209, 12758817
0.0906134, 12755280
0.0976302, 12753533
0.0881828, 12753547
0.0904911, 12749591
0.0968157, 12747346
0.0909294, 12750744
0.0949463, 12757261
0.093593, 12756695
0.0878679, 12755064
0.0929837, 12752320
0.0949814, 12761275
0.0904918, 12756577
0.0893268, 12756493
0.0952806, 12766440
0.0879034, 12754987
0.0918263, 12749644
0.0957918, 12755860
0.0939511, 12752694
0.0928253, 12749660
0.098056, 12749663
0.0871492, 12754058
0.0883252, 12752917
0.0953386, 12760903
0.0951271, 12753426
0.0958305, 12755240
0.0953233, 12755550
0.0939854, 12760003
0.0897402, 12752552
0.0908478, 12749123
0.0923586, 12757061
0.0989972, 12746105
0.0884645, 12757621
