0.452589, 0.868, 0.925
0.436227, 0.875, 0.898
0.448847, 0.895, 0.902
0.429897, 0.89, 0.861
0.444736, 0.893, 0.886
0.439666, 0.863, 0.847
0.437265, 0.916, 0.9
0.450354, 0.854, 0.892
0.442085, 0.87, 0.941
0.445785, 0.86, 0.842
0.426905, 0.935, 0.953
0.444062, 0.855, 0.909
0.435841, 0.921, 0.882
0.433131, 0.866, 0.886
0.452619, 0.896, 0.933
0.443551, 0.895, 0.833
0.445243, 0.914, 0.893
0.442958, 0.916, 0.803
0.446491, 0.871, 0.941
0.444349, 0.872, 0.867
0.452815, 0.861, 0.903
0.441985, 0.878, 0.913
0.427981, 0.932, 0.839
0.455603, 0.867, 0.968
0.432892, 0.865, 0.884
0.442221, 0.9, 0.955
0.435455, 0.907, 0.884
0.453182, 0.853, 0.857
0.427802, 0.864, 0.892
0.436276, 0.898, 0.917
0.440663, 0.846, 0.907
0.457151, 0.917, 0.835
0.440263, 0.864, 0.897
0.442504, 0.898, 0.907
0.454443, 0.94, 0.882
0.443171, 0.846, 0.915
0.438771, 0.917, 0.853
0.439706, 0.876, 0.896
0.443545, 0.89, 0.893
0.435233, 0.9, 0.864
0.467369, 0.897, 0.871
0.434759, 0.884, 0.938
0.443954, 0.857, 0.872
0.442287, 0.931, 0.887
0.446074, 0.843, 0.885
0.452668, 0.883, 0.89
0.454551, 0.842, 0.876
0.450647, 0.894, 0.901
0.431622, 0.931, 0.853
0.442952, 0.857, 0.877
0.438039, 0.894, 0.902
0.448919, 0.927, 0.909
0.457764, 0.953, 0.888
0.456913, 0.873, 0.894
0.423389, 0.94, 0.899
0.453101, 0.835, 0.901
0.44417, 0.898, 0.903
0.44488, 0.868, 0.865
0.427244, 0.834, 0.898
0.456128, 0.882, 0.897
0.463454, 0.897, 0.898
0.459758, 0.917, 0.938
0.440277, 0.859, 0.856
0.436843, 0.897, 0.889
0.441283, 0.866, 0.925
0.461254, 0.891, 0.901
0.44324, 0.909, 0.854
0.434657, 0.914, 0.897
0.461527, 0.929, 0.896
0.462809, 0.861, 0.866
0.433767, 0.921, 0.934
0.431379, 0.88, 0.895
0.442704, 0.935, 0.953
0.427156, 0.877, 0.875
0.448272, 0.954, 0.906
0.428183, 0.905, 0.907
0.443765, 0.83, 0.909
0.445129, 0.934, 0.879
0.437166, 0.912, 0.889
0.448352, 0.869, 0.924
0.4425, 0.9, 0.916
0.441638, 0.866, 0.879
0.445878, 0.912, 0.907
0.442376, 0.911, 0.869
0.44356, 0.909, 0.871
0.450479, 0.911, 0.881
0.451104, 0.861, 0.95
0.425109, 0.883, 0.901
0.443184, 0.881, 0.84
0.443993, 0.904, 0.907
0.442797, 0.845, 0.901
0.452978, 0.923, 0.858
0.428719, 0.884, 0.908
0.42919, 0.889, 0.881
0.44639, 0.843, 0.911
0.439781, 0.94, 0.829
0.437962, 0.886, 0.855
0.452379, 0.909, 0.905
0.443769, 0.903, 0.928
0.435231, 0.864, 0.895
0.436201, 0.879, 0.896
0.435723, 0.864, 0.895
0.442545, 0.859, 0.928
0.44698, 0.897, 0.869
0.438744, 0.896, 0.866
0.435521, 0.927, 0.923
0.443033, 0.864, 0.879
0.432006, 0.885, 0.922
0.431822, 0.904, 0.889
0.442836, 0.926, 0.919
0.412952, 0.893, 0.896
0.448418, 0.853, 0.853
0.417693, 0.848, 0.863
0.428665, 0.916, 0.934
0.463447, 0.913, 0.883
0.427501, 0.89, 0.877
0.431052, 0.877, 0.931
0.444089, 0.892, 0.898
0.424466, 0.883, 0.916
0.439327, 0.871, 0.953
0.442462, 0.908, 0.937
0.439441, 0.886, 0.903
0.433499, 0.845, 0.94
0.433129, 0.839, 0.875
0.45539, 0.883, 0.912
0.444317, 0.879, 0.893
0.448324, 0.905, 0.855
0.441531, 0.919, 0.803
0.433705, 0.931, 0.876
0.442466, 0.889, 0.899
0.430292, 0.872, 0.882
0.433029, 0.902, 0.908
0.43862, 0.921, 0.871
0.443458, 0.919, 0.832
0.435776, 0.913, 0.868
0.4523, 0.916, 0.9
0.436042, 0.953, 0.89
0.421688, 0.825, 0.913
0.4428, 0.855, 0.876
0.443835, 0.907, 0.843
0.434685, 0.886, 0.906
0.432583, 0.926, 0.915
0.432327, 0.912, 0.917
0.443809, 0.867, 0.919
0.42506, 0.862, 0.883
0.460089, 0.956, 0.903
0.440604, 0.896, 0.933
0.445401, 0.822, 0.883
0.446269, 0.853, 0.879
0.429743, 0.878, 0.886
0.434299, 0.864, 0.906
0.441915, 0.83, 0.942
0.429581, 0.919, 0.85
0.453432, 0.86, 0.874
0.451806, 0.923, 0.846
0.427409, 0.947, 0.905
0.43841, 0.856, 0.924
0.447001, 0.851, 0.928
0.425729, 0.873, 0.9
0.432321, 0.855, 0.928
0.434622, 0.861, 0.88
0.44458, 0.861, 0.909
0.440429, 0.868, 0.872
0.437314, 0.898, 0.888
0.445791, 0.889, 0.905
0.436203, 0.849, 0.897
0.448465, 0.832, 0.862
