Selfish Miner Profit, Block Vakue
0.0977626, 2499965784
0.0883627, 2500053763
0.0898253, 2499976872
0.0949975, 2500010037
0.0965424, 2500006394
0.095257, 2500016843
0.0877672, 2500046795
0.0931403, 2499866380
0.0982313, 2500100769
0.0943243, 2499997480
0.0948223, 2499996312
0.0934204, 2499957086
0.101565, 2499929883
0.0960326, 2500040298
0.0951007, 2500014258
0.0953492, 2499942455
0.0954393, 2500083668
0.0839807, 2500000514
0.0931743, 2499969651
0.0936038, 2500079821
0.101433, 2499951411
0.0935937, 2499921520
0.0861139, 2500070913
0.0983288, 2499900316
0.0887505, 2499944161
0.0957087, 2499972132
0.0944774, 2500047053
0.0961013, 2499989056
0.0963849, 2499962693
0.0980874, 2499995876
0.092722, 2500007894
0.0988645, 2500066388
0.0857538, 2500006348
0.0936223, 2499907377
0.090224, 2500037098
0.0924758, 2499997867
0.0969057, 2500038794
0.0933772, 2499857170
0.093947, 2499970989
0.0973193, 2500080159
0.0961115, 2500062064
0.0948613, 2499971926
0.0920854, 2499964783
0.0978289, 2499954111
0.0993047, 2500017873
0.090344, 2499983128
0.0920855, 2500034878
0.0938301, 2500066115
0.0959456, 2499917150
0.0984021, 2499964086
0.100929, 2500123532
0.0933242, 2499959979
0.0994237, 2499992236
0.0884222, 2500013305
0.0975524, 2500101952
0.0932777, 2500025001
0.0918699, 2499992282
0.0990555, 2499940009
0.0904453, 2499947185
0.0921709, 2499959290
0.0929162, 2500000412
0.0969228, 2500010978
0.093424, 2500041413
0.0923677, 2499928969
0.0889366, 2500024805
0.0925294, 2499958487
0.0889286, 2499909651
0.0909861, 2500041625
0.091911, 2499987205
0.0964054, 2499915704
0.0936471, 2500024757
0.0945313, 2500078845
0.0967882, 2499988371
0.0985624, 2499928110
0.0893409, 2500037740
0.0910673, 2500040699
0.0931452, 2500032411
0.0971493, 2499940896
0.0919215, 2499979803
0.0928127, 2500007286
0.101022, 2500037264
0.0967778, 2500001645
0.098602, 2500013538
0.0974355, 2499959340
0.0953609, 2500009107
0.0981894, 2499971263
0.0972441, 2499992777
