Selfish Miner Profit, Selfish Miner Network Delay, Honest Miner Network Delay
0.950379, 10.0904, 1.10184
0.971336, 4.47956, 4.74267
0.981897, 7.63864, 7.25203
0.967133, 10.3714, 7.27833
0.974609, 3.91055, 10.7447
0.973864, 4.99221, 4.99021
0.971694, 8.02944, 1.01271
0.976591, 7.9642, 3.71746
0.998668, 7.70495, 3.0714
0.982184, 4.24406, 6.57013
0.985289, 9.17667, 8.50256
0.990415, 1.82759, 8.62081
0.988353, 7.6158, 4.88086
0.989021, 10.1224, 9.40815
0.989535, 6.05333, 9.75938
0.966782, 6.30069, 5.91822
0.998607, 5.55836, 7.31493
0.956708, 5.30118, 7.10668
0.970104, 6.85313, 3.53407
0.994109, 9.57331, 9.98172
0.971874, 2.20332, 4.6046
0.995264, 3.87165, 4.69306
0.980297, 9.80754, 3.90296
0.970629, 1.6319, 2.56888
0.988024, 6.9024, 7.83825
0.98553, 3.94982, 8.86014
0.99735, 10.1765, 3.12464
0.990173, 7.54162, 6.63409
0.964863, 6.56567, 7.38257
0.959509, 1.47672, 10.4847
0.980494, 6.00732, 9.86401
0.99985, 6.24925, 4.25697
0.975123, 10.2048, 3.82134
1, 8.23575, 1.18448
0.982249, 4.61633, 5.44419
0.980076, 2.23081, 8.48849
0.987367, 4.45317, 2.15384
0.992045, 8.93525, 1.46072
0.985658, 5.24258, 3.57004
0.999055, 3.44737, 4.42401
0.995399, 7.85623, 1.69153
0.985773, 2.4514, 3.31187
0.990032, 9.35652, 1.89249
0.998517, 6.7701, 3.21822
0.968942, 1.2498, 8.32164
0.985814, 9.22108, 2.46761
0.984603, 1.22218, 7.19623
0.998059, 4.81405, 8.762
0.976953, 7.97456, 6.79691
0.96464, 6.67098, 3.05653
0.972828, 4.37482, 9.28877
0.983483, 5.27335, 3.4204
0.982006, 5.54544, 8.68226
0.923613, 8.97036, 9.63789
0.948952, 10.6541, 5.73598
0.957947, 9.45636, 2.15189
0.995157, 4.86328, 7.69848
0.970117, 3.79555, 2.53906
0.956081, 3.81066, 10.4572
0.965969, 6.04975, 5.97321
0.987953, 3.07458, 2.67042
0.981663, 3.48916, 1.34543
0.996463, 10.0679, 5.29023
0.993674, 8.15014, 10.8573
0.999008, 7.78578, 3.46647
0.909387, 9.78426, 1.11473
0.998062, 6.68123, 6.17825
0.985976, 4.82066, 4.65705
0.923858, 4.66968, 1.80415
0.968996, 9.56184, 10.8691
0.998263, 6.52606, 7.23515
0.983804, 4.98784, 3.86161
0.988477, 1.57963, 7.68253
0.965172, 3.59343, 4.48827
0.965906, 8.68343, 4.78448
0.99133, 5.10748, 1.01319
0.995826, 6.19226, 4.023
0.975993, 2.94277, 4.21499
0.965032, 10.235, 3.10885
0.986666, 9.51711, 6.77756
0.974705, 5.07427, 1.00544
0.97743, 5.31417, 10.3608
0.956017, 6.21628, 2.36323
0.968823, 9.34874, 3.34595
0.95434, 5.10592, 4.46871
0.974008, 3.57156, 9.17168
0.983112, 7.17109, 10.5938
0.993313, 7.6706, 4.93902
0.974305, 3.77428, 2.49682
0.981198, 1.7591, 7.88165
0.988998, 2.90615, 3.04757
0.974018, 5.39425, 4.0263
0.983714, 7.45294, 1.57843
0.981052, 7.94705, 4.19967
0.985244, 8.54342, 10.4302
0.967744, 3.76052, 2.11878
0.992213, 8.32592, 3.30494
0.927428, 5.80795, 7.75645
0.976288, 8.29212, 2.46912
0.95792, 9.93697, 8.1935
0.986438, 6.30064, 10.5336
0.973991, 3.28743, 10.6881
0.985445, 10.1155, 5.043
0.993388, 2.85644, 7.46103
0.998852, 10.4491, 1.47299
0.998728, 2.76288, 2.4726
0.991903, 7.0579, 10.1194
0.948986, 4.97105, 1.5665
0.987789, 2.78556, 1.63917
0.981564, 8.92535, 4.59323
0.985585, 8.70354, 9.02732
0.993556, 6.22485, 5.95248
0.988334, 4.46001, 8.52556
0.985812, 2.10034, 2.17175
0.999641, 6.21339, 9.22013
0.992372, 3.48067, 2.21904
0.958283, 1.38264, 7.17899
0.983628, 3.54922, 5.94166
0.98334, 8.07686, 8.8097
0.953655, 2.91989, 2.45028
0.985266, 6.96906, 9.23114
0.975413, 1.58329, 1.94779
0.976718, 6.52025, 5.42111
0.974617, 6.52185, 10.491
0.98414, 1.72509, 4.13671
0.993406, 1.22592, 8.05431
0.963463, 2.18891, 4.00759
0.972112, 7.74584, 6.33489
0.962526, 4.48049, 3.47968
0.945723, 10.4445, 4.57651
0.965367, 6.90413, 2.36609
0.993632, 8.04188, 10.6413
0.991182, 3.73984, 10.2199
0.970455, 5.01386, 1.70778
0.992825, 9.28743, 10.973
0.967769, 2.30801, 8.87204
0.989586, 8.04632, 8.72289
0.978323, 2.53871, 7.90663
0.974252, 6.73625, 10.097
0.961406, 3.52053, 10.6178
0.997497, 4.30059, 10.3803
0.986141, 7.72528, 4.5042
0.993009, 8.36592, 4.73086
0.98894, 3.46534, 10.9937
0.957034, 9.52416, 1.07852
0.991673, 6.02668, 10.9817
0.991466, 6.61702, 3.76485
0.99042, 9.64255, 1.21425
0.992955, 5.12965, 4.00129
0.989078, 8.17539, 3.53111
0.972821, 2.77881, 5.53374
0.995612, 3.63197, 10.2705
0.981734, 5.15409, 5.61172
0.995507, 4.12431, 8.804
0.953637, 10.2611, 3.39651
0.989003, 1.78432, 4.62887
0.978751, 9.19247, 4.22988
0.972225, 7.992, 8.71594
0.967481, 10.1494, 4.60141
0.957816, 9.78461, 7.46275
0.985258, 5.88567, 10.5255
0.968173, 1.31705, 10.4021
0.951666, 9.69906, 1.00297
0.974415, 3.74542, 9.31969
0.995852, 2.63013, 8.42184
0.990846, 5.49223, 6.09798
0.946262, 9.63852, 6.43419
0.994773, 7.23883, 6.47528
0.993509, 2.82425, 9.29
0.988065, 6.97739, 5.91469
