Selfish Miner Profit, Block Vakue
0.545794, 637737718
0.543822, 637782156
0.523952, 637743318
0.550861, 637760070
0.555188, 637758230
0.544758, 637763508
0.53596, 637778637
0.526192, 637687511
0.52882, 637805899
0.516432, 637753727
0.512475, 637753136
0.544966, 637733325
0.537508, 637719585
0.540127, 637775355
0.515047, 637762202
0.524747, 637725935
0.550492, 637797261
0.537454, 637755260
0.562984, 637739670
0.548356, 637795318
0.533256, 637730458
0.505332, 637715361
0.51366, 637790818
0.527812, 637704651
0.521528, 637726796
0.519694, 637740924
0.519664, 637778767
0.53295, 637749472
0.538566, 637736156
0.514606, 637752916
0.560836, 637758988
0.55112, 637788533
0.518278, 637758207
0.535477, 637708217
0.539676, 637773739
0.545111, 637753922
0.528368, 637774595
0.523948, 637682859
0.526735, 637740347
0.541672, 637795489
0.526871, 637786349
0.526369, 637740820
0.536507, 637737212
0.552179, 637731822
0.523248, 637764028
0.524534, 637746478
0.535158, 637772617
0.537606, 637788395
0.530557, 637713153
0.535368, 637736860
0.511495, 637817396
0.546114, 637734786
0.552631, 637751078
0.53015, 637761721
0.524781, 637806496
0.543389, 637767628
0.529589, 637751101
0.557382, 637724699
0.531018, 637728324
0.551698, 637734437
0.522314, 637755209
0.531709, 637760546
0.542862, 637775918
0.533665, 637719123
0.570529, 637767529
0.528677, 637734032
0.532179, 637709366
0.535549, 637776025
0.545984, 637748537
0.549371, 637712423
0.533709, 637767505
0.530573, 637794825
0.540287, 637749126
0.537463, 637718690
0.532459, 637774063
0.514822, 637775558
0.528767, 637771371
0.535913, 637725147
0.525268, 637744798
0.561033, 637758681
0.516926, 637773822
0.542381, 637755832
0.536981, 637761839
0.533618, 637734463
0.535594, 637759601
0.520679, 637740485
0.549252, 637751351
0.525412, 637792703
0.530234, 637728712
0.517438, 637741175
0.531601, 637787015
0.546766, 637754074
0.525024, 637716648
0.518232, 637752350
0.528886, 637750493
0.544681, 637794499
0.539355, 637744132
0.52322, 637704300
0.512574, 637769952
0.523608, 637759831
0.536395, 637772907
0.557798, 637748059
0.537308, 637768801
0.531345, 637727423
0.531703, 637758057
0.533764, 637756898
0.521576, 637786422
0.528179, 637756796
0.533163, 637774878
0.557334, 637708363
0.537189, 637700730
0.548234, 637780317
0.525275, 637780687
0.547805, 637730799
0.533963, 637746994
0.524767, 637760406
0.51256, 637764426
0.534225, 637737449
0.538804, 637734976
0.53465, 637708696
0.536265, 637749539
0.542703, 637749700
0.529934, 637800052
0.524835, 637759493
0.544472, 637759230
0.522405, 637760188
0.540978, 637799435
