Selfish Miner Profit, Selfish Miner Network Delay, Honest Miner Network Delay
0.447043, 1, 0
0.437276, 2, 0
0.439202, 3, 0
0.44326, 4, 0
0.448712, 5, 0
0.429307, 6, 0
0.430882, 7, 0
0.443896, 8, 0
0.458841, 9, 0
0.445972, 10, 0
0.435603, 11, 0
0.441904, 12, 0
0.418195, 13, 0
0.443081, 14, 0
0.438248, 15, 0
0.447232, 16, 0
0.429463, 17, 0
0.434111, 18, 0
0.429328, 19, 0
0.427364, 20, 0
0.427599, 21, 0
0.413977, 22, 0
0.420041, 23, 0
0.434556, 24, 0
0.445125, 25, 0
0.425026, 26, 0
0.417922, 27, 0
0.429788, 28, 0
0.417164, 29, 0
0.413029, 30, 0
0.428013, 31, 0
0.42259, 32, 0
0.423847, 33, 0
0.440388, 34, 0
0.417184, 35, 0
0.429638, 36, 0
0.408789, 37, 0
0.432213, 38, 0
0.421402, 39, 0
0.422104, 40, 0
0.41727, 41, 0
0.40651, 42, 0
0.408234, 43, 0
0.413129, 44, 0
0.409804, 45, 0
0.411229, 46, 0
0.427436, 47, 0
0.42628, 48, 0
0.423834, 49, 0
0.40272, 50, 0
0.408564, 51, 0
0.417673, 52, 0
0.424962, 53, 0
0.399551, 54, 0
0.417422, 55, 0
0.408167, 56, 0
0.424346, 57, 0
0.407404, 58, 0
0.412247, 59, 0
0.412009, 60, 0
0.414398, 61, 0
0.389476, 62, 0
0.4097, 63, 0
0.400239, 64, 0
0.394195, 65, 0
0.400085, 66, 0
0.41517, 67, 0
0.412584, 68, 0
0.40176, 69, 0
0.392505, 70, 0
0.388154, 71, 0
0.394859, 72, 0
0.407674, 73, 0
0.392714, 74, 0
0.41014, 75, 0
0.401429, 76, 0
0.394617, 77, 0
0.388286, 78, 0
0.396749, 79, 0
0.401744, 80, 0
0.398696, 81, 0
0.393011, 82, 0
0.395597, 83, 0
0.388004, 84, 0
0.409082, 85, 0
0.392331, 86, 0
0.381801, 87, 0
0.381064, 88, 0
0.396118, 89, 0
0.402481, 90, 0
0.398302, 91, 0
0.385845, 92, 0
0.393747, 93, 0
0.406003, 94, 0
0.413807, 95, 0
0.379476, 96, 0
0.380099, 97, 0
0.387216, 98, 0
0.38766, 99, 0
0.390475, 100, 0
0.379047, 101, 0
0.386875, 102, 0
0.379245, 103, 0
0.382427, 104, 0
0.384109, 105, 0
0.392413, 106, 0
0.395583, 107, 0
0.395545, 108, 0
0.384118, 109, 0
0.381024, 110, 0
0.373288, 111, 0
0.356505, 112, 0
0.375778, 113, 0
0.376451, 114, 0
0.374557, 115, 0
0.370482, 116, 0
0.372314, 117, 0
0.397944, 118, 0
0.363934, 119, 0
0.391456, 120, 0
0.393731, 121, 0
0.380877, 122, 0
0.389312, 123, 0
0.387725, 124, 0
0.377493, 125, 0
0.365081, 126, 0
0.378198, 127, 0
0.346753, 128, 0
0.380281, 129, 0
0.354087, 130, 0
0.361566, 131, 0
0.342726, 132, 0
0.368672, 133, 0
0.392622, 134, 0
0.384836, 135, 0
0.372988, 136, 0
0.356006, 137, 0
0.371448, 138, 0
0.35399, 139, 0
0.370864, 140, 0
0.360437, 141, 0
0.358823, 142, 0
0.366708, 143, 0
0.354454, 144, 0
0.36442, 145, 0
0.361528, 146, 0
