Selfish Miner Profit, Selfish Miner Network Delay, Honest Miner Network Delay
0.200371, 1, 0
0.200557, 2, 0
0.200532, 3, 0
0.20078, 4, 0
0.196119, 5, 0
0.204245, 6, 0
0.202712, 7, 0
0.200044, 8, 0
0.198683, 9, 0
0.199201, 10, 0
0.199156, 11, 0
0.202871, 12, 0
0.207362, 13, 0
0.202413, 14, 0
0.199302, 15, 0
0.198815, 16, 0
0.190306, 17, 0
0.199049, 18, 0
0.201695, 19, 0
0.193976, 20, 0
0.191103, 21, 0
0.189576, 22, 0
0.195862, 23, 0
0.190514, 24, 0
0.186152, 25, 0
0.199354, 26, 0
0.194064, 27, 0
0.184044, 28, 0
0.19111, 29, 0
0.196213, 30, 0
0.192473, 31, 0
0.194493, 32, 0
0.175023, 33, 0
0.195619, 34, 0
0.189133, 35, 0
0.185532, 36, 0
0.179453, 37, 0
0.186375, 38, 0
0.182843, 39, 0
0.183382, 40, 0
0.190222, 41, 0
0.180624, 42, 0
0.189181, 43, 0
0.191014, 44, 0
0.186372, 45, 0
0.188747, 46, 0
0.180448, 47, 0
0.193557, 48, 0
0.188261, 49, 0
0.182732, 50, 0
0.185203, 51, 0
0.190027, 52, 0
0.184347, 53, 0
0.193242, 54, 0
0.17755, 55, 0
0.165778, 56, 0
0.181769, 57, 0
0.185753, 58, 0
0.181543, 59, 0
0.186221, 60, 0
0.172981, 61, 0
0.186321, 62, 0
0.185479, 63, 0
0.193564, 64, 0
0.180989, 65, 0
0.190874, 66, 0
0.177068, 67, 0
0.177126, 68, 0
0.186648, 69, 0
0.180372, 70, 0
0.178323, 71, 0
0.170167, 72, 0
0.173232, 73, 0
0.173334, 74, 0
0.162767, 75, 0
0.181563, 76, 0
0.163141, 77, 0
0.181487, 78, 0
0.178536, 79, 0
0.178963, 80, 0
0.180418, 81, 0
0.166274, 82, 0
0.172997, 83, 0
0.165033, 84, 0
0.172746, 85, 0
0.167448, 86, 0
0.176764, 87, 0
0.180439, 88, 0
0.176125, 89, 0
0.172945, 90, 0
0.174434, 91, 0
0.175039, 92, 0
0.18398, 93, 0
0.18033, 94, 0
0.173613, 95, 0
0.170064, 96, 0
0.169467, 97, 0
0.166332, 98, 0
0.174452, 99, 0
0.16473, 100, 0
0.177907, 101, 0
0.171404, 102, 0
0.167225, 103, 0
0.171743, 104, 0
0.16116, 105, 0
0.156604, 106, 0
0.159613, 107, 0
0.165556, 108, 0
0.163095, 109, 0
0.170526, 110, 0
0.169279, 111, 0
0.168175, 112, 0
0.16067, 113, 0
0.166939, 114, 0
0.155855, 115, 0
0.172475, 116, 0
0.160488, 117, 0
0.16531, 118, 0
0.164982, 119, 0
0.164292, 120, 0
0.157328, 121, 0
0.163652, 122, 0
0.168327, 123, 0
0.170008, 124, 0
0.159104, 125, 0
0.16273, 126, 0
0.15531, 127, 0
0.158867, 128, 0
0.158742, 129, 0
0.16349, 130, 0
0.161497, 131, 0
0.164715, 132, 0
0.148505, 133, 0
0.157818, 134, 0
0.156391, 135, 0
0.147771, 136, 0
0.166749, 137, 0
0.157641, 138, 0
0.162097, 139, 0
0.16219, 140, 0
0.159695, 141, 0
0.161909, 142, 0
0.148157, 143, 0
0.153871, 144, 0
0.165027, 145, 0
0.16186, 146, 0
0.163483, 147, 0
0.16, 148, 0
0.157102, 149, 0
0.160598, 150, 0
0.161898, 151, 0
0.150866, 152, 0
0.154679, 153, 0
0.14517, 154, 0
0.138441, 155, 0
0.1472, 156, 0
0.14433, 157, 0
0.16017, 158, 0
0.144654, 159, 0
0.154632, 160, 0
0.146286, 161, 0
0.151561, 162, 0
0.149148, 163, 0
0.143524, 164, 0
0.147177, 165, 0
0.151235, 166, 0
0.141014, 167, 0
0.139049, 168, 0
0.146805, 169, 0
0.147216, 170, 0
0.143542, 171, 0
0.15502, 172, 0
0.146784, 173, 0
0.149459, 174, 0
0.143315, 175, 0
0.15041, 176, 0
0.14801, 177, 0
0.147159, 178, 0
0.142372, 179, 0
0.152208, 180, 0
0.135034, 181, 0
0.14825, 182, 0
0.143935, 183, 0
0.149024, 184, 0
0.151439, 185, 0
0.136543, 186, 0
0.1403, 187, 0
0.142341, 188, 0
0.142699, 189, 0
0.141576, 190, 0
0.155156, 191, 0
0.146034, 192, 0
0.135784, 193, 0
0.14036, 194, 0
0.148238, 195, 0
0.13648, 196, 0
0.138074, 197, 0
0.139778, 198, 0
0.141959, 199, 0
0.149572, 200, 0
0.145595, 201, 0
0.137486, 202, 0
0.141832, 203, 0
0.13985, 204, 0
0.137476, 205, 0
0.135944, 206, 0
0.143573, 207, 0
0.126713, 208, 0
0.138163, 209, 0
0.13179, 210, 0
0.144715, 211, 0
0.136106, 212, 0
0.139952, 213, 0
0.132794, 214, 0
0.137796, 215, 0
0.13819, 216, 0
0.133791, 217, 0
0.138556, 218, 0
0.133624, 219, 0
0.135897, 220, 0
0.135634, 221, 0
0.12988, 222, 0
0.129251, 223, 0
0.141444, 224, 0
0.13491, 225, 0
0.127862, 226, 0
0.134076, 227, 0
0.127087, 228, 0
0.130151, 229, 0
0.129652, 230, 0
0.133644, 231, 0
0.139546, 232, 0
0.136061, 233, 0
0.130612, 234, 0
0.126158, 235, 0
0.125126, 236, 0
0.138835, 237, 0
0.136559, 238, 0
0.134726, 239, 0
0.14124, 240, 0
0.135568, 241, 0
0.131256, 242, 0
0.122075, 243, 0
0.126211, 244, 0
0.125303, 245, 0
0.123071, 246, 0
0.134065, 247, 0
0.126683, 248, 0
0.128321, 249, 0
0.121618, 250, 0
0.126461, 251, 0
0.134515, 252, 0
0.127239, 253, 0
0.120989, 254, 0
0.134651, 255, 0
0.120381, 256, 0
0.126768, 257, 0
0.122828, 258, 0
0.121397, 259, 0
0.132061, 260, 0
0.121735, 261, 0
0.120156, 262, 0
0.122682, 263, 0
0.116782, 264, 0
0.123125, 265, 0
0.131672, 266, 0
0.11953, 267, 0
0.120039, 268, 0
0.117446, 269, 0
0.119237, 270, 0
0.116134, 271, 0
0.116927, 272, 0
0.1159, 273, 0
0.124057, 274, 0
0.119748, 275, 0
0.12683, 276, 0
0.111301, 277, 0
0.116123, 278, 0
0.120354, 279, 0
0.12171, 280, 0
0.123625, 281, 0
0.127991, 282, 0
0.12234, 283, 0
0.124237, 284, 0
0.113692, 285, 0
0.124296, 286, 0
0.125474, 287, 0
0.111119, 288, 0
0.127032, 289, 0
0.110166, 290, 0
0.122505, 291, 0
0.114863, 292, 0
0.113937, 293, 0
0.112455, 294, 0
0.111066, 295, 0
0.120713, 296, 0
0.120985, 297, 0
0.114065, 298, 0
0.115572, 299, 0
0.121424, 300, 0
0.105254, 301, 0
0.124862, 302, 0
0.108988, 303, 0
0.116311, 304, 0
0.118397, 305, 0
0.119096, 306, 0
0.115932, 307, 0
0.100881, 308, 0
0.103877, 309, 0
0.114299, 310, 0
0.107101, 311, 0
0.112751, 312, 0
0.120317, 313, 0
0.111063, 314, 0
0.10269, 315, 0
0.110748, 316, 0
0.116484, 317, 0
0.109955, 318, 0
0.112547, 319, 0
0.11001, 320, 0
0.110781, 321, 0
0.102547, 322, 0
0.110998, 323, 0
0.108251, 324, 0
0.114122, 325, 0
0.111095, 326, 0
0.109778, 327, 0
0.113948, 328, 0
0.114027, 329, 0
0.110611, 330, 0
0.105801, 331, 0
0.108326, 332, 0
0.111492, 333, 0
0.0981639, 334, 0
0.1063, 335, 0
0.104858, 336, 0
0.104524, 337, 0
0.112324, 338, 0
0.105807, 339, 0
0.108481, 340, 0
0.10341, 341, 0
0.104016, 342, 0
0.110144, 343, 0
0.0963717, 344, 0
0.112612, 345, 0
0.103903, 346, 0
0.103774, 347, 0
0.112874, 348, 0
0.101589, 349, 0
0.105376, 350, 0
0.105116, 351, 0
0.102743, 352, 0
0.100032, 353, 0
0.107012, 354, 0
0.104562, 355, 0
0.104203, 356, 0
0.0966294, 357, 0
0.103562, 358, 0
0.0958426, 359, 0
0.0971859, 360, 0
0.105115, 361, 0
0.104239, 362, 0
0.0993499, 363, 0
0.104676, 364, 0
0.0978581, 365, 0
0.106624, 366, 0
0.10332, 367, 0
0.104141, 368, 0
0.0896431, 369, 0
0.104956, 370, 0
0.0998403, 371, 0
0.101305, 372, 0
0.106424, 373, 0
0.0986471, 374, 0
0.0973443, 375, 0
0.0982678, 376, 0
0.0906968, 377, 0
0.0957074, 378, 0
0.10001, 379, 0
0.103898, 380, 0
0.0969203, 381, 0
0.100998, 382, 0
0.0960077, 383, 0
0.103211, 384, 0
0.102933, 385, 0
0.0957357, 386, 0
0.0907467, 387, 0
0.104647, 388, 0
0.0911472, 389, 0
0.0992411, 390, 0
0.0955449, 391, 0
0.104013, 392, 0
0.0928276, 393, 0
0.090322, 394, 0
0.0906681, 395, 0
0.0918726, 396, 0
0.0890746, 397, 0
0.0927765, 398, 0
0.0932148, 399, 0
0.0928705, 400, 0
0.106625, 401, 0
0.0941636, 402, 0
0.0880239, 403, 0
0.098595, 404, 0
0.0937645, 405, 0
0.102158, 406, 0
0.095131, 407, 0
0.0916658, 408, 0
0.0911295, 409, 0
0.0921369, 410, 0
0.0992252, 411, 0
0.0937075, 412, 0
0.087121, 413, 0
0.0798394, 414, 0
0.0918652, 415, 0
0.0929537, 416, 0
0.0945666, 417, 0
0.0893794, 418, 0
0.0941295, 419, 0
0.0869725, 420, 0
0.0914264, 421, 0
0.0916852, 422, 0
0.0853133, 423, 0
0.0868623, 424, 0
0.0925365, 425, 0
0.0978628, 426, 0
0.0881174, 427, 0
0.090048, 428, 0
0.0888428, 429, 0
0.0837111, 430, 0
0.0846807, 431, 0
0.0908423, 432, 0
0.090336, 433, 0
0.0888241, 434, 0
0.0907824, 435, 0
0.0914217, 436, 0
0.0926692, 437, 0
0.0860952, 438, 0
0.0912635, 439, 0
0.0842922, 440, 0
0.0877406, 441, 0
0.0880335, 442, 0
0.0934869, 443, 0
0.0855004, 444, 0
0.0815686, 445, 0
0.0883329, 446, 0
0.0845423, 447, 0
0.0910084, 448, 0
0.0880085, 449, 0
0.0869324, 450, 0
0.0841645, 451, 0
0.086372, 452, 0
0.0894436, 453, 0
0.0850815, 454, 0
