Selfish Miner Profit, Selfish Miner Network Delay, Honest Miner Network Delay
0.0585599, 1, 0
0.055876, 2, 0
0.0619992, 3, 0
0.0537124, 4, 0
0.0574411, 5, 0
0.0575679, 6, 0
0.0486421, 7, 0
0.0532562, 8, 0
0.0560796, 9, 0
0.0544113, 10, 0
0.0570038, 11, 0
0.0570558, 12, 0
0.0513169, 13, 0
0.05037, 14, 0
0.0514486, 15, 0
0.0569378, 16, 0
0.0486245, 17, 0
0.0519364, 18, 0
0.0543432, 19, 0
0.0541729, 20, 0
0.0545325, 21, 0
0.0574907, 22, 0
0.0505863, 23, 0
0.0512715, 24, 0
0.0582825, 25, 0
0.0574031, 26, 0
0.0551657, 27, 0
0.0493524, 28, 0
0.0544846, 29, 0
0.0482768, 30, 0
0.0480028, 31, 0
0.0524999, 32, 0
0.0519859, 33, 0
0.0511446, 34, 0
0.0528466, 35, 0
0.0483134, 36, 0
0.0493302, 37, 0
0.0530831, 38, 0
0.0521188, 39, 0
0.0496818, 40, 0
0.0499397, 41, 0
0.046736, 42, 0
0.0507631, 43, 0
0.05168, 44, 0
0.051742, 45, 0
0.0495547, 46, 0
0.0534037, 47, 0
0.0524043, 48, 0
0.0453718, 49, 0
0.0535434, 50, 0
0.0443134, 51, 0
0.0504285, 52, 0
0.0449388, 53, 0
0.0445097, 54, 0
0.0542922, 55, 0
0.0551641, 56, 0
0.0475363, 57, 0
0.0522974, 58, 0
0.0477835, 59, 0
0.0490425, 60, 0
0.0504505, 61, 0
0.0508129, 62, 0
0.0498622, 63, 0
0.0467637, 64, 0
0.0517023, 65, 0
0.0453223, 66, 0
0.0497822, 67, 0
0.0481856, 68, 0
0.0448202, 69, 0
0.0460743, 70, 0
0.0501854, 71, 0
0.0468567, 72, 0
0.0489934, 73, 0
0.0458019, 74, 0
0.0473338, 75, 0
0.0488158, 76, 0
0.0467581, 77, 0
0.045586, 78, 0
0.0487171, 79, 0
0.0451465, 80, 0
0.0526765, 81, 0
0.0433472, 82, 0
0.0444095, 83, 0
0.0484119, 84, 0
0.0406111, 85, 0
0.0397573, 86, 0
0.0404387, 87, 0
0.0464014, 88, 0
