Selfish Miner Profit, Block Vakue
0.975948, 637737718
0.958927, 637782156
0.983124, 637743318
0.959772, 637760070
0.929597, 637758230
0.993411, 637763508
0.950139, 637778637
0.968475, 637687511
0.988931, 637805899
0.923126, 637753727
0.968517, 637753136
0.934478, 637733325
0.947487, 637719585
0.989537, 637775355
0.999079, 637762202
0.95433, 637725935
0.983134, 637797261
0.999236, 637755260
0.982978, 637739670
0.966446, 637795318
0.960492, 637730458
0.985844, 637715361
0.93925, 637790818
0.964311, 637704651
0.976742, 637726796
0.964459, 637740924
0.944772, 637778767
0.988452, 637749472
0.938827, 637736156
0.995011, 637752916
0.970472, 637758988
0.95097, 637788533
0.989387, 637758207
0.933725, 637708217
0.994185, 637773739
0.998783, 637753922
0.972783, 637774595
0.960676, 637682859
0.97481, 637740347
0.993958, 637795489
0.971855, 637786349
0.968305, 637740820
0.9681, 637737212
0.964709, 637731822
0.923051, 637764028
0.993169, 637746478
0.952536, 637772617
0.991528, 637788395
0.993873, 637713153
0.989484, 637736860
0.983069, 637817396
0.997441, 637734786
0.997716, 637751078
0.997388, 637761721
0.97498, 637806496
0.969822, 637767628
0.965793, 637751101
0.971304, 637724699
0.963893, 637728324
0.964, 637734437
0.969885, 637755209
0.968222, 637760546
0.978529, 637775918
0.992648, 637719123
0.943311, 637767529
0.975547, 637734032
0.999138, 637709366
0.968954, 637776025
0.976516, 637748537
0.985234, 637712423
0.981794, 637767505
0.994132, 637794825
0.943606, 637749126
0.986514, 637718690
0.994825, 637774063
0.935547, 637775558
0.989559, 637771371
0.985008, 637725147
0.956777, 637744798
0.996861, 637758681
0.953426, 637773822
0.993662, 637755832
0.947125, 637761839
0.95402, 637734463
0.984871, 637759601
0.981975, 637740485
0.984027, 637751351
0.971331, 637792703
0.97968, 637728712
0.989823, 637741175
0.971798, 637787015
0.989622, 637754074
0.971515, 637716648
0.969084, 637752350
0.971912, 637750493
0.990316, 637794499
0.998398, 637744132
0.954306, 637704300
0.987206, 637769952
0.999053, 637759831
0.974146, 637772907
0.991385, 637748059
0.994185, 637768801
0.964009, 637727423
0.930584, 637758057
0.951834, 637756898
0.989535, 637786422
0.970552, 637756796
0.980898, 637774878
0.987384, 637708363
0.967373, 637700730
0.962225, 637780317
0.952614, 637780687
0.971106, 637730799
0.997925, 637746994
0.991272, 637760406
0.923084, 637764426
0.963939, 637737449
0.995527, 637734976
0.978942, 637708696
0.965777, 637749539
0.982996, 637749700
0.992376, 637800052
0.980621, 637759493
0.972869, 637759230
0.953463, 637760188
0.971335, 637799435
0.994819, 637776164
0.984137, 637792892
0.992789, 637730252
0.983083, 637727894
0.962227, 637790696
0.993054, 637750793
0.970343, 637774223
0.93234, 637709446
0.98855, 637784615
0.991126, 637766341
0.995212, 637726188
0.972084, 637777598
0.971596, 637765545
0.976059, 637798606
0.984998, 637758058
0.977399, 637727496
0.933542, 637739519
0.967163, 637771599
0.993482, 637759934
0.993662, 637730283
0.992466, 637814832
0.999834, 637757667
0.994818, 637790273
0.991739, 637805091
0.978626, 637745106
0.971105, 637743988
0.990659, 637806166
0.956261, 637766774
0.969333, 637765647
0.995227, 637767700
0.983753, 637705814
0.994381, 637775639
0.962157, 637769065
0.952951, 637789797
0.997853, 637747322
0.984737, 637738090
0.987403, 637771918
0.992331, 637728749
0.946131, 637755350
0.989417, 637779494
0.915708, 637744599
0.986088, 637762701
0.982769, 637762980
0.963615, 637738003
0.979115, 637732213
0.992679, 637764013
0.961258, 637792262
0.988891, 637771637
0.994019, 637759636
0.983518, 637725272
0.969823, 637715908
0.999021, 637731721
0.998427, 637802905
0.942293, 637750595
0.947649, 637762547
0.971973, 637748269
0.988445, 637713965
0.987433, 637764858
0.970452, 637767979
0.99216, 637767596
0.99459, 637718249
0.977968, 637762864
0.989527, 637780822
0.967904, 637729381
0.998545, 637750924
0.985016, 637768251
0.981994, 637761443
0.989851, 637694669
0.979084, 637735517
0.988105, 637775361
0.999505, 637712556
0.992606, 637733974
0.954588, 637719843
0.989459, 637747080
0.97457, 637729652
0.98017, 637783453
0.965546, 637769201
0.96763, 637765775
0.998627, 637764101
0.977651, 637785106
0.960976, 637734288
0.975772, 637757720
0.991558, 637747003
0.979255, 637759057
0.993187, 637734511
0.983634, 637758124
0.988843, 637730411
0.978698, 637784889
0.984563, 637759256
0.986071, 637738659
0.971965, 637758663
0.999493, 637735729
0.950084, 637783917
0.986196, 637768234
0.955506, 637780311
0.988728, 637734281
0.994874, 637746760
0.964743, 637751921
0.973139, 637729913
0.974359, 637765401
0.961848, 637783488
0.996098, 637767594
0.999251, 637775511
0.974476, 637773087
0.967497, 637723068
0.995254, 637724955
0.997441, 637720675
0.983345, 637712664
0.978821, 637756521
0.977547, 637733655
0.985254, 637775387
0.945187, 637789756
0.983531, 637772690
0.999613, 637750426
0.997111, 637764439
0.996541, 637752652
0.958152, 637746187
0.999519, 637771355
0.997655, 637763887
0.988721, 637768589
0.988122, 637775571
0.972408, 637777029
0.997729, 637735250
0.96761, 637796485
0.955177, 637762042
0.956458, 637779047
0.997854, 637782083
0.972482, 637766259
0.996079, 637722330
0.962434, 637709607
0.96561, 637741518
0.968486, 637765107
0.995328, 637743908
0.98032, 637717004
0.990287, 637754095
0.981626, 637727283
0.986095, 637749045
0.9307, 637742333
0.977084, 637771685
0.931631, 637781590
0.948204, 637799866
0.971407, 637741829
0.947385, 637777458
0.971991, 637742401
0.956312, 637743909
0.993106, 637727113
0.991121, 637756295
0.953033, 637788457
0.964854, 637713565
0.959469, 637820337
0.997024, 637731289
0.970171, 637787809
0.953742, 637732295
0.959887, 637750154
0.978249, 637798044
0.990439, 637786946
0.979605, 637755611
0.98895, 637701507
0.963123, 637772865
0.95814, 637726844
0.999097, 637744479
0.977975, 637767676
0.989455, 637716597
0.980169, 637752915
0.98028, 637766672
0.979951, 637783193
0.971723, 637774052
0.970551, 637771529
0.996772, 637776107
0.964974, 637736941
0.96996, 637777161
0.98319, 637732641
0.99708, 637750099
0.969886, 637807419
0.984837, 637764628
0.978888, 637758274
0.973745, 637788643
0.981475, 637699047
0.99464, 637750249
0.989858, 637724997
0.998241, 637746643
0.979897, 637746022
0.985732, 637752462
0.971186, 637734083
0.988919, 637766976
0.994272, 637705727
0.990261, 637796354
0.990436, 637732811
0.979439, 637722663
0.967065, 637730709
0.996794, 637742865
0.996515, 637780558
0.958571, 637718707
0.942727, 637800408
0.965733, 637765909
0.991911, 637727513
0.993036, 637728114
0.981205, 637722971
0.985151, 637784546
0.982576, 637742169
0.980822, 637762185
0.982455, 637726792
0.983197, 637784567
0.965696, 637731637
0.966121, 637747825
0.975681, 637798384
0.980859, 637731371
0.962452, 637769495
0.988275, 637737632
0.963021, 637741099
0.970745, 637760258
0.973065, 637754615
0.964005, 637766201
0.95743, 637770987
0.959011, 637768789
0.981684, 637788992
0.9966, 637728925
0.985633, 637780180
0.967904, 637784600
0.978606, 637765604
0.96878, 637750739
0.984421, 637766864
0.981315, 637766155
0.995112, 637748090
0.977565, 637723417
0.948267, 637788231
0.963976, 637754301
0.952939, 637818658
0.931179, 637765405
0.950416, 637758576
0.981215, 637750194
0.981061, 637739337
0.995744, 637796980
0.977466, 637746019
0.986741, 637778194
0.985531, 637778259
0.945506, 637754044
0.964, 637743402
0.984039, 637714838
0.996597, 637771066
0.998071, 637761038
0.990956, 637756826
0.949924, 637789608
0.98551, 637728500
0.980415, 637732345
0.942704, 637731713
0.978497, 637773500
0.981713, 637741248
0.989387, 637731366
0.968792, 637763696
0.954563, 637767193
0.99134, 637737945
0.96338, 637769281
0.988823, 637779290
0.980712, 637741667
0.946454, 637762673
0.974072, 637717740
0.99974, 637742823
0.956215, 637745911
0.969574, 637774187
0.98866, 637733092
0.968692, 637730845
0.997432, 637733965
0.976182, 637755786
0.968424, 637743925
0.985983, 637758483
0.986314, 637721336
0.960562, 637849689
0.945948, 637724074
0.971579, 637707030
0.974735, 637746335
0.994129, 637813251
