Selfish Miner Profit, Selfish Miner Network Delay, Honest Miner Network Delay
0.98609, 0, 0
0.972032, 0, 0
0.967534, 0, 0
0.976579, 0, 0
0.980759, 0, 0
0.994604, 0, 0
0.99891, 0, 0
0.992422, 0, 0
0.972217, 0, 0
0.987621, 0, 0
0.977042, 0, 0
0.99181, 0, 0
0.992526, 0, 0
0.988329, 0, 0
0.994248, 0, 0
0.993369, 0, 0
0.972439, 0, 0
0.995388, 0, 0
0.963592, 0, 0
0.988349, 0, 0
0.982727, 0, 0
0.976766, 0, 0
0.978718, 0, 0
0.967098, 0, 0
0.993288, 0, 0
0.984903, 0, 0
0.976736, 0, 0
0.978645, 0, 0
0.992364, 0, 0
0.962565, 0, 0
0.98648, 0, 0
0.967925, 0, 0
0.98805, 0, 0
0.999215, 0, 0
0.96796, 0, 0
0.996731, 0, 0
0.966344, 0, 0
0.995301, 0, 0
0.988212, 0, 0
0.951109, 0, 0
0.976108, 0, 0
0.932299, 0, 0
0.961376, 0, 0
0.980508, 0, 0
0.954721, 0, 0
0.972431, 0, 0
0.97066, 0, 0
0.99194, 0, 0
0.973049, 0, 0
0.976231, 0, 0
0.980268, 0, 0
0.970814, 0, 0
0.987997, 0, 0
0.979566, 0, 0
0.965648, 0, 0
0.968576, 0, 0
0.981754, 0, 0
0.989045, 0, 0
0.953567, 0, 0
0.977452, 0, 0
0.980593, 0, 0
0.993324, 0, 0
0.989761, 0, 0
0.959946, 0, 0
0.966906, 0, 0
0.964549, 0, 0
0.957689, 0, 0
0.982096, 0, 0
0.998679, 0, 0
0.985474, 0, 0
0.993936, 0, 0
0.997496, 0, 0
0.940516, 0, 0
0.986932, 0, 0
0.98798, 0, 0
0.987429, 0, 0
0.996269, 0, 0
0.985702, 0, 0
0.928043, 0, 0
0.975341, 0, 0
0.953971, 0, 0
0.977398, 0, 0
0.989489, 0, 0
0.992939, 0, 0
0.994742, 0, 0
0.98336, 0, 0
0.971271, 0, 0
0.977663, 0, 0
0.998723, 0, 0
0.952042, 0, 0
0.973836, 0, 0
0.98497, 0, 0
0.975663, 0, 0
0.996936, 0, 0
0.973669, 0, 0
0.999283, 0, 0
0.971066, 0, 0
0.998192, 0, 0
0.980273, 0, 0
0.982777, 0, 0
0.978905, 0, 0
0.993882, 0, 0
0.972509, 0, 0
0.979953, 0, 0
0.993966, 0, 0
0.976969, 0, 0
0.989451, 0, 0
0.988113, 0, 0
0.993944, 0, 0
0.980036, 0, 0
0.951358, 0, 0
0.950279, 0, 0
0.993064, 0, 0
0.971948, 0, 0
0.980196, 0, 0
0.98767, 0, 0
0.993287, 0, 0
0.991311, 0, 0
0.982115, 0, 0
0.985129, 0, 0
0.994447, 0, 0
0.988419, 0, 0
0.931889, 0, 0
0.994395, 0, 0
0.966947, 0, 0
0.961903, 0, 0
0.975055, 0, 0
0.993454, 0, 0
0.986793, 0, 0
0.997712, 0, 0
0.962332, 0, 0
0.951664, 0, 0
0.966222, 0, 0
0.990469, 0, 0
0.968005, 0, 0
0.983773, 0, 0
0.946308, 0, 0
0.963373, 0, 0
0.954836, 0, 0
0.942028, 0, 0
0.998955, 0, 0
0.979735, 0, 0
0.970207, 0, 0
0.992922, 0, 0
0.987142, 0, 0
0.974573, 0, 0
0.968515, 0, 0
0.955828, 0, 0
0.989246, 0, 0
0.975154, 0, 0
0.998201, 0, 0
0.960103, 0, 0
0.988941, 0, 0
0.98379, 0, 0
0.984971, 0, 0
0.963347, 0, 0
0.988602, 0, 0
0.977513, 0, 0
0.989447, 0, 0
0.984897, 0, 0
0.990359, 0, 0
0.967573, 0, 0
0.994197, 0, 0
0.985644, 0, 0
0.987765, 0, 0
0.971179, 0, 0
0.945928, 0, 0
0.958461, 0, 0
0.955353, 0, 0
0.953077, 0, 0
0.992562, 0, 0
0.996636, 0, 0
0.963152, 0, 0
0.964908, 0, 0
0.996762, 0, 0
0.999114, 0, 0
0.992301, 0, 0
0.977698, 0, 0
0.948008, 0, 0
0.998037, 0, 0
0.981422, 0, 0
0.995493, 0, 0
0.974868, 0, 0
0.920758, 0, 0
