Selfish Miner Profit, Block Vakue
0.48336, 12752655
0.477624, 12758943
0.486977, 12753447
0.480891, 12755819
0.473375, 12755558
0.471372, 12756305
0.493978, 12758445
0.491293, 12745554
0.475948, 12762302
0.487162, 12754919
0.476747, 12754835
0.472049, 12752033
0.485245, 12750090
0.481228, 12757981
0.482251, 12756120
0.479025, 12750988
0.475838, 12761080
0.466556, 12755138
0.50359, 12752931
0.484119, 12760805
0.483241, 12751628
0.488016, 12749493
0.46356, 12760169
0.481836, 12747978
0.484885, 12751110
0.499397, 12753108
0.473881, 12758464
0.488236, 12754317
0.482931, 12752434
0.502384, 12754804
0.484191, 12755665
0.484384, 12759845
0.477693, 12755555
0.510588, 12748483
0.464889, 12757752
0.486363, 12754946
0.482448, 12757873
0.478241, 12744896
0.484906, 12753026
0.491392, 12760829
0.479048, 12759536
0.490927, 12753093
0.476794, 12752583
0.496161, 12751821
0.510019, 12756379
0.487243, 12753893
0.463435, 12757594
0.471779, 12759826
0.491783, 12749181
0.477205, 12752533
0.477148, 12763929
0.488847, 12752240
0.487113, 12754544
0.477044, 12756052
0.479403, 12762387
0.494369, 12756888
0.482536, 12754547
0.496746, 12750814
0.501679, 12751326
0.472175, 12752191
0.481192, 12755131
0.479996, 12755886
0.489825, 12758061
0.48255, 12750025
0.477636, 12756874
0.484319, 12752133
0.46788, 12748645
0.491911, 12758076
0.480515, 12754185
0.468214, 12749077
0.48286, 12756870
0.490102, 12760735
0.487018, 12754268
0.480627, 12749964
0.49223, 12757798
0.473546, 12758010
0.476512, 12757417
0.477785, 12750877
0.486745, 12753656
0.479958, 12755622
0.493391, 12757764
0.485622, 12755219
0.488471, 12756069
0.475741, 12752194
0.48223, 12755752
0.503915, 12753046
0.479324, 12754583
0.483773, 12760435
0.46996, 12751381
0.479061, 12753144
0.486203, 12759631
0.480172, 12754968
0.462637, 12749675
0.479983, 12754724
0.492141, 12754461
0.471061, 12760689
0.472542, 12753562
0.47153, 12747929
0.471643, 12757217
0.468951, 12755785
0.478473, 12757635
0.481009, 12754117
0.474032, 12757054
0.477581, 12751199
0.473067, 12755534
0.487309, 12755370
0.503529, 12759547
0.475377, 12755355
0.469406, 12757913
0.500553, 12748503
0.452366, 12747424
0.497481, 12758683
0.48111, 12758735
0.485211, 12751676
0.469632, 12753967
0.488335, 12755866
0.493657, 12756435
0.482965, 12752617
0.471527, 12752267
0.474798, 12748550
0.467895, 12754326
0.472101, 12754349
0.484608, 12761475
0.489176, 12755737
0.47759, 12755700
0.489345, 12755835
0.493301, 12761388
0.489106, 12758095
0.486797, 12760462
0.474485, 12751599
0.493469, 12751265
0.46999, 12760151
0.469794, 12754504
0.463682, 12757821
0.47956, 12748656
0.482792, 12759291
0.480267, 12756706
0.471227, 12751024
0.482032, 12758298
0.479946, 12756593
0.472868, 12761270
0.475042, 12755534
0.496578, 12751209
0.48191, 12752909
0.489458, 12757450
0.499197, 12755799
0.492842, 12751603
0.47854, 12763566
0.482582, 12755479
0.469658, 12760092
0.484856, 12762188
0.487524, 12753699
0.480585, 12753541
0.481814, 12762340
0.474755, 12756767
0.481934, 12756608
0.489383, 12756898
0.47349, 12748143
0.47276, 12758021
0.491781, 12757091
0.481657, 12760024
0.483673, 12754013
0.478307, 12752707
0.476547, 12757495
0.456961, 12751386
0.48157, 12755151
0.478143, 12758566
0.488944, 12753628
0.494415, 12756191
0.47752, 12756230
0.49404, 12752695
0.494589, 12751876
0.483716, 12756376
0.47179, 12760373
0.479765, 12757455
0.480218, 12755757
0.459964, 12750895
0.482104, 12749570
0.489311, 12751807
0.487791, 12761879
0.486599, 12754476
0.471237, 12756169
0.483203, 12754147
0.485167, 12749295
0.478669, 12756496
0.488311, 12756938
0.474218, 12756883
0.480387, 12749901
0.485777, 12756214
0.499608, 12758754
0.469241, 12751476
0.478199, 12754522
0.494547, 12756976
0.488215, 12756013
0.482224, 12746567
0.475343, 12752343
0.481987, 12757982
0.487668, 12749096
0.475402, 12752125
0.482369, 12750127
0.493348, 12753979
0.483134, 12751514
0.493921, 12759127
0.495526, 12757110
0.49239, 12756626
0.479819, 12756389
0.469674, 12759361
0.483351, 12752170
0.496077, 12755486
0.477872, 12753968
0.474226, 12755675
0.482624, 12752201
0.486718, 12755543
0.47365, 12751621
0.481394, 12759330
0.503299, 12755703
0.470127, 12752788
0.47427, 12755620
0.497761, 12752373
0.479884, 12759192
0.484608, 12756974
0.480751, 12758682
0.470135, 12752169
0.48079, 12753933
0.478577, 12754663
0.469719, 12751551
0.467506, 12756573
0.485291, 12759132
0.487188, 12756883
0.473495, 12758003
0.483259, 12757660
0.487923, 12750583
0.464418, 12750850
0.498566, 12750244
0.491319, 12749112
0.481369, 12755317
0.478314, 12752080
0.475711, 12757986
0.493088, 12760018
0.484909, 12757604
0.492228, 12754452
0.497892, 12756437
0.497824, 12754767
0.478614, 12753852
0.492832, 12757415
0.476437, 12756359
0.468285, 12757024
0.49521, 12758012
0.497517, 12758218
0.470603, 12752306
0.489492, 12760970
0.470196, 12756097
0.489139, 12758503
0.489891, 12758933
0.487141, 12756694
0.473535, 12750478
0.479502, 12748679
0.485726, 12753192
0.475177, 12756531
0.510753, 12753530
0.486856, 12749725
0.491371, 12754971
0.485428, 12751179
0.483652, 12755944
0.493931, 12753307
0.483403, 12757462
0.482734, 12758863
0.485523, 12761449
0.479817, 12753236
0.488124, 12758279
0.484609, 12753317
0.469425, 12753530
0.475593, 12751155
0.498566, 12755285
0.486842, 12759835
0.490953, 12749239
0.477962, 12764345
0.477347, 12751745
0.494937, 12759743
0.475634, 12751888
0.479791, 12754413
0.477943, 12761191
0.467004, 12759621
0.491865, 12755188
0.498163, 12747534
0.47505, 12757629
0.499444, 12751117
0.481008, 12753611
0.488297, 12756895
0.479598, 12749668
0.490601, 12754804
0.485017, 12756753
0.486025, 12759090
0.472888, 12757797
0.493305, 12757440
0.494727, 12758087
0.48572, 12752545
0.474118, 12758237
0.485212, 12751937
0.486516, 12754406
0.481577, 12762517
0.484342, 12756463
0.468405, 12755564
0.468907, 12759861
0.487746, 12747186
0.489193, 12754427
0.492742, 12750856
0.48819, 12753917
0.485494, 12753829
0.475433, 12754740
0.492916, 12752141
0.487335, 12756796
0.471459, 12748130
0.492458, 12760952
0.485938, 12751961
0.492486, 12750526
0.489638, 12751663
0.480424, 12753383
0.505014, 12758717
0.493707, 12749966
0.481992, 12761525
0.48089, 12756645
0.491673, 12751211
0.489865, 12751296
0.491077, 12750569
0.47861, 12759281
0.486388, 12753284
0.483011, 12756118
0.476351, 12751110
0.484262, 12759284
0.454541, 12751795
0.47451, 12754084
0.466948, 12761239
0.491229, 12751757
0.486831, 12757152
0.485426, 12752642
0.492333, 12753133
0.483633, 12755845
0.482714, 12755044
0.46059, 12756686
0.470294, 12757363
0.48437, 12757052
0.492223, 12759910
0.486244, 12751411
0.503749, 12758664
0.486605, 12759289
0.489252, 12756601
0.482317, 12754496
0.481831, 12756780
0.481796, 12756679
0.4685, 12754122
0.494059, 12750632
0.483809, 12759803
0.504709, 12755000
0.474909, 12764107
0.465365, 12756573
0.494663, 12755607
0.476108, 12754419
0.475115, 12752884
0.490181, 12761040
0.482231, 12753829
0.488814, 12758383
0.463654, 12758392
0.47613, 12754964
0.458618, 12753458
0.49698, 12749419
0.489603, 12757374
0.471653, 12755955
0.474527, 12755360
0.48899, 12759997
0.467452, 12751351
0.48513, 12751895
0.478418, 12751805
0.485507, 12757719
0.466324, 12753154
0.49534, 12751756
0.478366, 12756332
0.486479, 12756826
0.484245, 12752687
0.491128, 12757122
0.479599, 12758538
0.475236, 12753213
0.486167, 12756187
0.470356, 12749829
0.49138, 12753377
0.486843, 12753813
0.478005, 12757816
0.499468, 12752000
0.486406, 12751683
0.480649, 12752124
0.485738, 12755212
0.487146, 12753532
0.469314, 12755594
0.479188, 12750338
0.471211, 12768497
0.470197, 12750725
0.475828, 12748315
0.472085, 12753873
0.488779, 12763342
0.475383, 12756192
0.492072, 12751151
0.477297, 12756871
0.483835, 12755808
0.487979, 12754706
0.495803, 12752186
0.484197, 12764807
0.497122, 12749173
0.466029, 12758180
0.478683, 12751300
0.470928, 12748718
0.4972, 12756340
0.469593, 12753475
0.483943, 12760578
0.481415, 12750696
0.481456, 12756016
0.47666, 12752326
0.498764, 12756375
0.470451, 12758653
0.486431, 12761568
0.484803, 12756686
0.478097, 12760456
0.489813, 12754817
0.493103, 12757602
0.482249, 12753014
0.488832, 12747158
0.491565, 12753490
0.473415, 12749075
0.491075, 12753676
0.47911, 12756389
0.485224, 12748754
0.485253, 12760633
0.462225, 12749898
0.500114, 12753472
0.476654, 12754721
0.491168, 12752141
0.476233, 12756614
0.504944, 12750844
0.489242, 12752726
0.49298, 12758245
0.488073, 12757386
0.486402, 12756154
0.479092, 12757993
0.473228, 12755838
0.491372, 12755077
0.483978, 12759071
0.484618, 12751812
