0.0602947, 0.868, 0.925
0.0563607, 0.875, 0.898
0.058605, 0.895, 0.902
0.0555631, 0.89, 0.861
0.0551001, 0.893, 0.886
0.0568538, 0.863, 0.847
0.0549047, 0.916, 0.9
0.0549377, 0.854, 0.892
0.0541878, 0.87, 0.941
0.0576557, 0.86, 0.842
0.0571647, 0.935, 0.953
0.0534409, 0.855, 0.909
0.0580896, 0.921, 0.882
0.0525385, 0.866, 0.886
0.0580698, 0.896, 0.933
0.0582864, 0.895, 0.833
0.0504497, 0.914, 0.893
0.0585961, 0.916, 0.803
0.0603096, 0.871, 0.941
0.053186, 0.872, 0.867
0.0512849, 0.861, 0.903
0.0589604, 0.878, 0.913
0.0591979, 0.932, 0.839
0.0550927, 0.867, 0.968
0.0537796, 0.865, 0.884
0.0552533, 0.9, 0.955
0.0525744, 0.907, 0.884
0.0530448, 0.853, 0.857
0.0548216, 0.864, 0.892
0.0511512, 0.898, 0.917
0.0514217, 0.846, 0.907
0.0556253, 0.917, 0.835
0.0556515, 0.864, 0.897
0.0534204, 0.898, 0.907
0.0580184, 0.94, 0.882
0.0569692, 0.846, 0.915
0.0607336, 0.917, 0.853
0.0616685, 0.876, 0.896
0.0575045, 0.89, 0.893
0.0581735, 0.9, 0.864
0.0551426, 0.897, 0.871
0.0606343, 0.884, 0.938
0.060768, 0.857, 0.872
0.0523541, 0.931, 0.887
0.0591, 0.843, 0.885
0.0541727, 0.883, 0.89
0.0583502, 0.842, 0.876
0.0481654, 0.894, 0.901
0.0545772, 0.931, 0.853
0.0578588, 0.857, 0.877
0.0612639, 0.894, 0.902
0.0510383, 0.927, 0.909
0.0618577, 0.953, 0.888
0.0526282, 0.873, 0.894
0.057254, 0.94, 0.899
0.0559734, 0.835, 0.901
0.0523862, 0.898, 0.903
0.0584054, 0.868, 0.865
0.055037, 0.834, 0.898
0.0568715, 0.882, 0.897
0.0525747, 0.897, 0.898
0.0525981, 0.917, 0.938
0.059402, 0.859, 0.856
0.0581754, 0.897, 0.889
0.0565073, 0.866, 0.925
0.0569545, 0.891, 0.901
0.0580102, 0.909, 0.854
0.0573228, 0.914, 0.897
0.0568135, 0.929, 0.896
0.0580858, 0.861, 0.866
0.0562154, 0.921, 0.934
0.0592706, 0.88, 0.895
0.0596617, 0.935, 0.953
0.0506547, 0.877, 0.875
0.0578682, 0.954, 0.906
0.0563163, 0.905, 0.907
0.054401, 0.83, 0.909
0.058446, 0.934, 0.879
0.0587439, 0.912, 0.889
0.0579364, 0.869, 0.924
0.0551727, 0.9, 0.916
0.0595507, 0.866, 0.879
0.0514299, 0.912, 0.907
0.0636055, 0.911, 0.869
0.0519965, 0.909, 0.871
0.0532168, 0.911, 0.881
0.0638029, 0.861, 0.95
0.0521575, 0.883, 0.901
0.0567929, 0.881, 0.84
0.0541514, 0.904, 0.907
0.0542436, 0.845, 0.901
0.053844, 0.923, 0.858
0.0579626, 0.884, 0.908
0.055317, 0.889, 0.881
0.0565242, 0.843, 0.911
0.0593704, 0.94, 0.829
0.0542149, 0.886, 0.855
0.0528451, 0.909, 0.905
0.0523083, 0.903, 0.928
0.0549889, 0.864, 0.895
0.0538143, 0.879, 0.896
0.0586611, 0.864, 0.895
0.0545718, 0.859, 0.928
0.0537455, 0.897, 0.869
0.0464235, 0.896, 0.866
0.0573808, 0.927, 0.923
