Selfish Miner Profit, Selfish Miner Network Delay, Honest Miner Network Delay
0.496606, 8.90089, 2.25162
0.486031, 2.65732, 3.11314
0.484208, 1.39197, 2.90086
0.492875, 7.66593, 10.7899
0.492236, 5.75577, 5.40594
0.482559, 8.68431, 1.15451
0.505041, 5.94903, 9.85782
0.46846, 5.46502, 2.87002
0.505368, 4.97836, 8.04381
0.51866, 2.19564, 6.62406
0.503716, 10.6146, 1.70463
0.466996, 5.85612, 8.25268
0.505429, 3.70399, 8.94247
0.456489, 6.08314, 3.45569
0.519836, 4.64151, 9.90812
0.511716, 2.75033, 2.75869
0.500089, 7.6695, 10.4687
0.494797, 1.66256, 9.61724
0.505244, 7.80642, 1.28294
0.488113, 9.20526, 7.20265
0.500576, 6.54352, 2.95578
0.503705, 10.5065, 8.91706
0.482942, 8.11418, 7.30231
0.489389, 6.05102, 8.99441
0.482901, 3.62504, 4.64489
0.505323, 5.10601, 7.29894
0.494902, 6.16181, 2.79124
0.503597, 3.71888, 10.5523
0.496104, 9.23131, 10.3098
0.489659, 2.67256, 10.4921
0.489236, 5.64703, 2.08015
0.496633, 4.7466, 3.53025
0.500286, 10.3564, 1.16978
0.51681, 1.42761, 3.2403
0.489583, 9.70249, 6.7531
0.490567, 4.65091, 3.4
0.482185, 10.0538, 8.62432
0.483907, 9.32957, 7.45301
0.50131, 4.2273, 8.67393
0.499429, 5.06754, 6.91411
0.479004, 5.75373, 9.47419
0.498193, 10.9231, 7.51499
0.492755, 9.64356, 2.56077
0.48601, 10.9957, 6.85876
0.498456, 3.39319, 4.59016
0.506678, 1.60438, 6.81656
0.507278, 1.82354, 8.39101
0.505176, 7.98963, 7.95703
0.49179, 2.60544, 9.86898
0.513161, 7.40613, 4.63043
0.487227, 10.3445, 5.13089
0.501862, 2.47918, 4.75074
0.486507, 3.9847, 7.83549
0.506111, 5.0032, 8.50823
0.463626, 7.78027, 2.12701
0.491505, 3.36261, 2.46088
0.498764, 6.14532, 2.77125
