Selfish Miner Profit, Block Vakue
0.965291, 12752655
0.977082, 12758943
0.994279, 12753447
0.946257, 12755819
0.967355, 12755558
0.945918, 12756305
0.950721, 12758445
0.995848, 12745554
0.970719, 12762302
0.954182, 12754919
0.941876, 12754835
0.987223, 12752033
0.983276, 12750090
0.993336, 12757981
0.955916, 12756120
0.941086, 12750988
0.998832, 12761080
0.977184, 12755138
0.988017, 12752931
0.974311, 12760805
0.979586, 12751628
0.993122, 12749493
0.988215, 12760169
0.94884, 12747978
0.997055, 12751110
0.965241, 12753108
0.994484, 12758464
0.992058, 12754317
0.962388, 12752434
0.982816, 12754804
0.967903, 12755665
0.987686, 12759845
0.96961, 12755555
0.996946, 12748483
0.981497, 12757752
0.958087, 12754946
0.995991, 12757873
0.985056, 12744896
0.98725, 12753026
0.981176, 12760829
0.992003, 12759536
0.997205, 12753093
0.957284, 12752583
0.964637, 12751821
0.92914, 12756379
0.985682, 12753893
0.991769, 12757594
0.994315, 12759826
0.986034, 12749181
0.994473, 12752533
0.974367, 12763929
0.999714, 12752240
0.993511, 12754544
0.973615, 12756052
0.988929, 12762387
0.985074, 12756888
0.990365, 12754547
0.974691, 12750814
0.975846, 12751326
0.95663, 12752191
0.983752, 12755131
0.984879, 12755886
0.975552, 12758061
0.97396, 12750025
0.976396, 12756874
0.963525, 12752133
0.994791, 12748645
0.962073, 12758076
0.984604, 12754185
0.924836, 12749077
0.96483, 12756870
0.992651, 12760735
0.988763, 12754268
0.987793, 12749964
0.935856, 12757798
0.987854, 12758010
0.936048, 12757417
0.996731, 12750877
0.965898, 12753656
0.979384, 12755622
0.939843, 12757764
0.985796, 12755219
0.992733, 12756069
0.9904, 12752194
0.990829, 12755752
0.928472, 12753046
0.950791, 12754583
0.990751, 12760435
0.990852, 12751381
0.993399, 12753144
0.987913, 12759631
0.998144, 12754968
0.997915, 12749675
0.959647, 12754724
0.998169, 12754461
0.980509, 12760689
0.953215, 12753562
0.999363, 12747929
0.922004, 12757217
0.972839, 12755785
0.968609, 12757635
0.992355, 12754117
0.939941, 12757054
0.958399, 12751199
0.966952, 12755534
0.987996, 12755370
0.978102, 12759547
0.996466, 12755355
0.996739, 12757913
0.97125, 12748503
0.981058, 12747424
0.962111, 12758683
0.966136, 12758735
0.969958, 12751676
0.991379, 12753967
0.999698, 12755866
0.983901, 12756435
0.99132, 12752617
0.973496, 12752267
