Selfish Miner Profit, Selfish Miner Network Delay, Honest Miner Network Delay
0.43904, 5.31908, 4.13066
0.42552, 7.76078, 6.31134
0.442301, 2.745, 6.53812
0.440658, 2.78793, 7.24487
0.45411, 4.22502, 2.3529
0.423537, 7.51082, 4.24023
0.443498, 4.76923, 7.6518
0.444182, 8.11998, 1.06701
0.444922, 3.13329, 9.43726
0.420563, 7.88464, 3.78883
0.438972, 2.94101, 10.7718
0.442042, 2.31526, 2.78029
0.436729, 9.80305, 5.47953
0.448915, 6.14907, 7.25545
0.439208, 8.10733, 2.76886
0.439247, 9.04295, 6.76009
0.439113, 8.65099, 9.88555
0.452241, 5.58051, 10.9336
0.436469, 5.7058, 6.20916
0.442154, 9.75092, 10.9316
0.46072, 7.20262, 6.69931
0.436855, 7.19573, 6.09065
0.439089, 7.30838, 8.52668
0.444483, 2.55089, 7.423
0.432986, 9.18373, 10.2187
0.446887, 8.65721, 3.99196
0.437552, 9.11569, 9.99375
0.436442, 7.81036, 10.4297
0.432644, 7.85681, 10.1488
0.454214, 3.01652, 6.18523
0.437282, 8.47471, 6.06778
0.456232, 2.33834, 10.424
0.453845, 3.7682, 10.1117
0.451634, 4.60932, 2.79845
0.441425, 1.94601, 5.47999
0.447045, 2.57733, 8.14726
0.452136, 9.0299, 6.87534
0.435989, 8.03983, 2.29365
0.425078, 9.94426, 6.75849
0.452108, 7.01057, 6.85076
0.439226, 3.9364, 10.31
0.434289, 4.475, 4.02552
0.449911, 3.25982, 2.56421
0.417134, 4.04456, 2.83925
0.447306, 5.14005, 9.51498
0.438311, 10.1476, 7.87369
0.446767, 2.53403, 10.0252
0.469069, 7.64039, 8.88348
0.442813, 10.9825, 8.27481
0.453477, 10.1055, 8.91163
0.447254, 2.74017, 5.28904
0.449424, 2.95244, 2.46845
0.43883, 2.69671, 3.40947
0.449657, 2.74478, 5.44291
0.42244, 4.61694, 4.50239
0.433887, 9.29067, 2.57536
0.438488, 6.94278, 5.55031
0.444243, 9.70101, 2.41054
0.449881, 7.18164, 10.37
0.451645, 3.41685, 8.90882
0.468383, 3.12652, 7.94502
0.44227, 5.65742, 3.6994
0.434173, 2.16665, 5.10604
0.431063, 3.15407, 3.36511
0.443773, 6.42466, 5.83713
0.448094, 6.65064, 4.77978
0.432796, 9.93388, 1.54953
0.439046, 9.94692, 2.25225
0.435193, 9.96682, 6.39206
0.443907, 4.97405, 1.97662
0.448722, 6.58026, 7.12276
0.439249, 2.45588, 5.37597
0.445026, 5.44555, 1.63528
0.445909, 2.71752, 6.47428
0.46056, 6.42403, 5.97623
0.443565, 4.50385, 1.88605
0.445008, 4.96989, 7.62558
0.439983, 10.8168, 10.5596
0.452447, 3.38328, 9.5992
0.430697, 5.07095, 2.93396
0.444264, 6.24282, 7.13106
0.439143, 6.2889, 9.79098
0.436136, 3.97896, 1.96652
0.443043, 9.50623, 9.67557
0.454702, 4.62227, 8.923
0.441784, 9.27492, 9.87037
0.430507, 4.47537, 3.78974
0.458796, 2.79982, 1.94213
0.455405, 8.24053, 9.23191
0.434882, 1.76382, 3.37008
0.430375, 3.95279, 2.59605
0.424994, 4.7606, 9.69178
0.441922, 9.83246, 5.36969
0.433369, 6.27232, 5.5333
0.442737, 6.53917, 8.36091
0.43966, 2.97512, 5.06865
0.449178, 9.59683, 10.7774
0.437878, 1.24921, 3.16032
0.445851, 2.94503, 2.0521
0.439583, 10.6236, 8.11725
0.435842, 9.27817, 8.40052
0.423552, 10.0792, 2.20857
0.425964, 6.0382, 9.14432
0.440987, 1.46436, 8.46618
0.45581, 3.9015, 8.83041
0.440693, 10.4155, 6.99217
0.436083, 7.42823, 7.81486
0.436799, 4.83662, 10.25
0.447675, 4.25735, 9.8201
0.446431, 6.53561, 7.87594
0.435556, 9.75427, 7.87614
0.439531, 3.9561, 3.945
0.423606, 10.6415, 4.73238
0.446083, 6.96957, 6.39949
0.443315, 7.17321, 4.01753
0.44651, 5.61224, 4.25455
0.435163, 9.36767, 3.69099
0.445452, 8.68288, 7.16204
0.453042, 9.85197, 2.98202
0.440176, 5.4527, 7.84712
0.435216, 6.67028, 4.96856
0.436462, 2.28552, 8.66541
0.433061, 6.28317, 2.14482
0.451202, 5.95822, 5.07607
0.459708, 3.83158, 7.58591
0.460192, 8.14269, 8.24074
0.444289, 3.4643, 6.44749
0.425537, 10.2522, 5.93016
0.449338, 1.33616, 4.20295
0.440257, 4.30883, 6.64124
0.450531, 2.44965, 9.12533
0.434501, 4.23689, 2.49002
0.446911, 5.32708, 3.86337
0.430256, 8.25979, 3.11524
0.442046, 9.01278, 10.1571
0.445797, 1.80761, 1.04832
0.437273, 5.60753, 3.7757
0.428332, 10.8539, 1.76559
0.43731, 7.16903, 1.31181
0.423299, 1.93673, 3.75157
0.459072, 4.78244, 2.92412
0.422887, 5.69617, 4.68571
0.446593, 5.70003, 2.9586
0.438197, 6.52191, 9.35326
0.447858, 9.54325, 4.07591
0.449346, 7.42104, 7.63218
0.438028, 2.29214, 3.56679
0.450739, 1.60466, 9.81354
0.451271, 6.95769, 8.22474
0.436629, 5.53436, 10.7308
0.428008, 10.8347, 2.57957
0.442687, 3.7053, 6.95294
0.427611, 4.38458, 6.79751
0.45213, 1.83871, 2.80416
0.446056, 1.06424, 4.69393
0.445952, 4.20079, 5.52462
0.445651, 7.02976, 8.5803
0.434789, 10.0642, 3.28931
0.41774, 3.40959, 1.11402
0.446029, 9.34356, 6.19415
0.449744, 6.26157, 4.94078
0.457032, 7.79666, 6.20522
0.436654, 2.941, 7.09375
0.438668, 10.7909, 5.96971
0.437056, 5.63574, 1.21292
0.440753, 1.07327, 8.45171
0.44645, 5.16956, 5.44828
0.446045, 5.49247, 3.31468
0.441139, 10.2131, 3.23988
0.456894, 7.73684, 9.35859
0.437673, 1.1355, 9.25273
0.462964, 1.00857, 6.14449
0.43362, 3.81777, 4.67273
0.427953, 6.83918, 2.84626
0.434633, 10.8217, 7.78853
0.447555, 2.75911, 2.57669
0.451508, 3.81918, 5.72984
0.441364, 1.06875, 2.24912
0.442611, 7.31293, 2.67149
0.426441, 7.82101, 1.80226
0.44773, 4.17225, 9.10319
0.434061, 4.49288, 4.14874
0.422773, 7.78376, 8.22805
0.460433, 1.03164, 6.74915
0.433384, 4.39223, 5.36716
0.431049, 8.32295, 7.33209
0.435406, 8.39319, 3.8839
0.45167, 4.81537, 9.74917
0.443034, 4.47028, 7.07009
0.42298, 10.7725, 4.01553
0.441428, 3.82168, 8.54751
0.453018, 1.96605, 9.09895
0.463384, 2.77074, 8.85218
0.413316, 3.15452, 1.51638
0.443598, 2.26737, 1.36017
0.448109, 1.27783, 10.1903
0.453459, 6.91877, 1.73852
0.448753, 2.43889, 7.49656
0.460806, 5.9806, 9.25733
0.462386, 9.74708, 5.58854
0.42838, 10.5884, 1.05823
0.441716, 4.95185, 3.46113
0.432634, 7.12156, 5.78956
0.450923, 9.78425, 1.66226
0.438202, 2.41329, 5.3831
0.459547, 9.74131, 10.2513
0.429198, 5.02508, 8.14289
0.444091, 3.91031, 1.29649
0.446263, 1.85553, 9.41171
0.447368, 7.05684, 4.423
0.450663, 2.84162, 4.01236
0.442813, 8.94747, 8.37122
0.424513, 8.87684, 4.71619
0.462422, 3.29512, 7.82811
0.443796, 2.19718, 7.5153
0.461512, 5.82054, 9.06133
0.463297, 5.65249, 9.41138
0.448494, 5.29203, 5.8104
0.429621, 1.65601, 3.34477
0.444018, 6.3004, 4.01589
0.443995, 8.95091, 10.0686
0.450102, 9.08892, 5.76984
0.455661, 1.81318, 2.52989
0.421032, 10.8232, 8.14467
0.451988, 5.61516, 3.61895
0.437013, 10.7318, 10.1981
0.439749, 1.73625, 2.51304
0.439355, 4.46498, 9.87082
0.44205, 9.42189, 4.94072
0.43466, 9.5061, 1.02926
0.451867, 3.48543, 5.34174
0.425666, 3.33445, 1.09555
0.462971, 9.31881, 7.98575
0.44881, 1.554, 9.32223
0.440567, 5.48494, 6.86384
0.460404, 5.6148, 2.88333
0.451789, 8.9008, 1.96083
0.45888, 4.46554, 4.14941
0.44469, 5.70668, 7.88993
0.447862, 10.8833, 8.61732
