0.211632, 0.868, 0.925
0.20309, 0.875, 0.898
0.193018, 0.895, 0.902
0.201472, 0.89, 0.861
0.203715, 0.893, 0.886
0.206183, 0.863, 0.847
0.197148, 0.916, 0.9
0.210459, 0.854, 0.892
0.197172, 0.87, 0.941
0.197207, 0.86, 0.842
0.195746, 0.935, 0.953
0.1944, 0.855, 0.909
0.20272, 0.921, 0.882
0.206493, 0.866, 0.886
0.200096, 0.896, 0.933
0.206993, 0.895, 0.833
0.206866, 0.914, 0.893
0.192832, 0.916, 0.803
0.20512, 0.871, 0.941
0.19956, 0.872, 0.867
0.200133, 0.861, 0.903
0.199471, 0.878, 0.913
0.207818, 0.932, 0.839
0.211197, 0.867, 0.968
0.19784, 0.865, 0.884
0.205302, 0.9, 0.955
0.205438, 0.907, 0.884
0.200338, 0.853, 0.857
0.204756, 0.864, 0.892
0.2101, 0.898, 0.917
0.207224, 0.846, 0.907
0.219484, 0.917, 0.835
0.20157, 0.864, 0.897
0.212123, 0.898, 0.907
0.200698, 0.94, 0.882
0.19332, 0.846, 0.915
0.207246, 0.917, 0.853
0.2004, 0.876, 0.896
0.208253, 0.89, 0.893
0.201022, 0.9, 0.864
0.212074, 0.897, 0.871
0.20024, 0.884, 0.938
0.200804, 0.857, 0.872
0.199461, 0.931, 0.887
0.194697, 0.843, 0.885
0.205029, 0.883, 0.89
0.195513, 0.842, 0.876
0.215625, 0.894, 0.901
0.194667, 0.931, 0.853
0.1977, 0.857, 0.877
0.195645, 0.894, 0.902
0.201052, 0.927, 0.909
0.199817, 0.953, 0.888
0.201459, 0.873, 0.894
0.205151, 0.94, 0.899
0.19848, 0.835, 0.901
0.189474, 0.898, 0.903
0.203577, 0.868, 0.865
0.202413, 0.834, 0.898
0.201346, 0.882, 0.897
0.190745, 0.897, 0.898
0.198467, 0.917, 0.938
0.195863, 0.859, 0.856
0.216327, 0.897, 0.889
0.197043, 0.866, 0.925
0.20975, 0.891, 0.901
0.202754, 0.909, 0.854
0.202234, 0.914, 0.897
0.207805, 0.929, 0.896
0.200143, 0.861, 0.866
0.20753, 0.921, 0.934
0.196019, 0.88, 0.895
0.198114, 0.935, 0.953
0.193929, 0.877, 0.875
0.200712, 0.954, 0.906
0.204394, 0.905, 0.907
0.203068, 0.83, 0.909
0.194772, 0.934, 0.879
0.194461, 0.912, 0.889
0.199652, 0.869, 0.924
0.204735, 0.9, 0.916
0.21079, 0.866, 0.879
0.198705, 0.912, 0.907
0.220288, 0.911, 0.869
0.199134, 0.909, 0.871
0.205732, 0.911, 0.881
0.199564, 0.861, 0.95
0.205879, 0.883, 0.901
0.205713, 0.881, 0.84
0.200372, 0.904, 0.907
0.216487, 0.845, 0.901
0.199319, 0.923, 0.858
0.203398, 0.884, 0.908
0.205398, 0.889, 0.881
0.197811, 0.843, 0.911
0.197087, 0.94, 0.829
0.19513, 0.886, 0.855
0.182687, 0.909, 0.905
0.208434, 0.903, 0.928
0.195992, 0.864, 0.895
0.216832, 0.879, 0.896
0.213101, 0.864, 0.895
0.205742, 0.859, 0.928
0.192684, 0.897, 0.869
0.210697, 0.896, 0.866
0.198676, 0.927, 0.923
0.18875, 0.864, 0.879
0.195815, 0.885, 0.922
0.206508, 0.904, 0.889
0.202489, 0.926, 0.919
0.208716, 0.893, 0.896
0.206569, 0.853, 0.853
0.208377, 0.848, 0.863
0.197871, 0.916, 0.934
0.196677, 0.913, 0.883
0.19708, 0.89, 0.877
0.203279, 0.877, 0.931
0.206351, 0.892, 0.898
0.203875, 0.883, 0.916
0.201342, 0.871, 0.953
0.193363, 0.908, 0.937
0.199983, 0.886, 0.903
0.202354, 0.845, 0.94
0.195913, 0.839, 0.875
0.202575, 0.883, 0.912
0.205618, 0.879, 0.893
0.189067, 0.905, 0.855
0.220645, 0.919, 0.803
0.208009, 0.931, 0.876
0.1979, 0.889, 0.899
0.20776, 0.872, 0.882
0.20667, 0.902, 0.908
0.217798, 0.921, 0.871
0.198617, 0.919, 0.832
0.205491, 0.913, 0.868
0.200896, 0.916, 0.9
0.21084, 0.953, 0.89
0.207283, 0.825, 0.913
0.202759, 0.855, 0.876
0.20513, 0.907, 0.843
0.199375, 0.886, 0.906
0.209191, 0.926, 0.915
0.212583, 0.912, 0.917
0.199571, 0.867, 0.919
0.211047, 0.862, 0.883
0.203026, 0.956, 0.903
0.198147, 0.896, 0.933
0.195627, 0.822, 0.883
0.208271, 0.853, 0.879
0.202098, 0.878, 0.886
0.198815, 0.864, 0.906
0.200735, 0.83, 0.942
0.205401, 0.919, 0.85
0.200412, 0.86, 0.874
0.212935, 0.923, 0.846
0.207733, 0.947, 0.905
0.205455, 0.856, 0.924
0.204954, 0.851, 0.928
0.206169, 0.873, 0.9
0.201729, 0.855, 0.928
0.202983, 0.861, 0.88
0.202242, 0.861, 0.909
0.200235, 0.868, 0.872
0.210728, 0.898, 0.888
0.207207, 0.889, 0.905
0.211, 0.849, 0.897
0.208995, 0.832, 0.862
0.206122, 0.912, 0.859
0.198585, 0.822, 0.89
0.210052, 0.863, 0.909
0.198524, 0.909, 0.865
0.190707, 0.93, 0.813
0.20684, 0.904, 0.889
0.201301, 0.859, 0.879
0.201089, 0.897, 0.87
0.202621, 0.851, 0.933
0.203426, 0.898, 0.857
0.194941, 0.864, 0.882
0.200063, 0.903, 0.932
0.197487, 0.9, 0.933
0.207121, 0.861, 0.914
0.206003, 0.872, 0.861
0.19694, 0.902, 0.906
0.201856, 0.868, 0.909
0.201965, 0.921, 0.873
0.199267, 0.901, 0.844
0.197703, 0.874, 0.878
0.200611, 0.915, 0.863
0.2055, 0.86, 0.864
0.207259, 0.891, 0.848
0.201075, 0.904, 0.942
0.201273, 0.922, 0.777
0.20774, 0.852, 0.832
0.187846, 0.878, 0.963
0.202311, 0.901, 0.856
0.215951, 0.907, 0.898
0.202903, 0.885, 0.864
0.193569, 0.976, 0.918
0.199746, 0.857, 0.835
0.195034, 0.902, 0.875
0.21268, 0.939, 0.852
0.206922, 0.899, 0.865
0.196379, 0.903, 0.922
0.197208, 0.948, 0.905
0.211085, 0.938, 0.886
0.197428, 0.913, 0.871
0.209791, 0.822, 0.875
0.203993, 0.944, 0.877
0.204162, 0.903, 0.939
0.209475, 0.845, 0.875
0.200716, 0.885, 0.864
0.200367, 0.905, 0.853
0.210854, 0.919, 0.911
0.206146, 0.917, 0.898
0.196842, 0.888, 0.89
0.209366, 0.937, 0.875
0.196684, 0.849, 0.868
0.208397, 0.842, 0.896
0.196054, 0.871, 0.87
0.204611, 0.915, 0.901
0.204193, 0.878, 0.854
0.204451, 0.895, 0.916
0.20353, 0.912, 0.89
0.208796, 0.855, 0.93
0.20396, 0.829, 0.906
0.189713, 0.924, 0.889
0.205168, 0.888, 0.892
0.198476, 0.884, 0.95
0.209573, 0.893, 0.91
0.199727, 0.891, 0.875
0.194876, 0.888, 0.865
0.206095, 0.945, 0.904
0.202418, 0.904, 0.888
0.194425, 0.843, 0.898
0.204001, 0.868, 0.843
0.19375, 0.843, 0.88
0.204076, 0.87, 0.942
0.21646, 0.875, 0.893
0.204412, 0.895, 0.934
0.202441, 0.867, 0.839
0.206252, 0.908, 0.813
0.200928, 0.913, 0.927
0.202158, 0.859, 0.881
0.193151, 0.922, 0.851
0.218336, 0.831, 0.898
0.217849, 0.914, 0.886
0.198282, 0.894, 0.878
